path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label
data\raw\public_v9\echoes_fma_paired\real\fma_106336.mp3,0,0,0,0,1,fma_artist_10484,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_106336,echoes_fma::106336,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,80f7dffb4849fc1f179391ff0dec8d0734420bf6b0b28fb10baa4dd92bc6a134,echoes_fma::106336,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Formic_Acid_for_Blood_Punk_Rock_Opera_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_22128,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149414,echoes_fma::149414,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,1c2fe48b74292ea0e256bd26a8bfc9ea84ff7066796f6fe215d9613dd5f528b1,echoes_fma::149414,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Formic_Acid_for_Blood_Punk_Rock_Opera_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_22128,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149414,echoes_fma::149414,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,9da544c32bc7c4492414d6aa00b29164c4ea6ab289275ce0dfb18c11593fedb1,echoes_fma::149414,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_149695.mp3,0,0,0,0,1,fma_artist_23706,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,79f7e1258b351da22f076d4dfc4ae705f4ea77510ce9d0d9f4b745d24454cfb2,echoes_fma::149695,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,9f97c8cd2576455f340095f0bff6ed1dd2391cad802ddcaf6070b657d0b5466c,echoes_fma::149695,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,cf36ff7fb44000773b0fe53c8f7e3a7d14099712fd7c4713bab861c466d51aae,echoes_fma::149695,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_mubert_TTA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::mubert,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,a4944c1ac06f9bfa261ee09a1aaa74e8477218b8c7802cf6227430505026b5f5,echoes_fma::149695,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,4691e461b182a3f3d7098ac8b41be646b7b40709ec087be802b7825dd697f840,echoes_fma::149695,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,189e9af1cb824ae18460140f0b3e10038e4b16659a5da4a1c9b21afc64771d20,echoes_fma::149695,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Forest_Silence_Serpentarivm_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_23706,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_149695,echoes_fma::149695,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,2622d280a1ee05fb67755eb197408b2d61ed89a15c79774c086fa7cf58f09742,echoes_fma::149695,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_150311.mp3,0,0,0,0,1,fma_artist_23769,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,f42e4d7e514ca768cc300690939c982576aff43d70ed89d3c998c80e150bc773,echoes_fma::150311,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,456337c2f4b61cfb1871f4305557830cef30bb7fd896c84a86fca6b22a70e895,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,6b485a2d0e25be72d85cf2157a8aa0dd75e296d9ded0a6c59eee0aea030301a3,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_mubert_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::mubert,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,c90c8460f86b2817d23cb0375c491f87d148b9e3823bbcb0b89957e802bc3cf0,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,19d76fd5b54ddbfab0758a879647b8ecf432f1c936b4339682e1c47168daaf8f,echoes_fma::150311,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,f06b63641602ced6813aa120a500de3d9e489cff83da0d0158f5f7e5ec31d6ad,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,2622f3891c24073e34e4cf028addf66602d94b3fffe904ffe61ae8ec0cc552a3,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Endless_The_Birth_and_Death_of_Silence_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_23769,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_150311,echoes_fma::150311,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,a78ae023467f9f2c2707228a810fc6eaaccbc893ec928177ccdad8e8e77ec602,echoes_fma::150311,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_1881.mp3,0,0,0,0,1,fma_artist_303,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_1881,echoes_fma::1881,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,3944c40fc50facd665d2f7f306dd101a88fe9198642f759daf9b2e7aabb94aaf,echoes_fma::1881,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Bizzy_The_Tleilaxu_Music_Machine_acestep_TTA_001.mp3,1,0,1,0,1,fma_artist_303,Echoes::acestep,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_1881,echoes_fma::1881,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,7ff0d0ac4f07d879d2717febedf3379f47c9c85109acadb6580c7a59d8a0945d,echoes_fma::1881,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Bizzy_The_Tleilaxu_Music_Machine_audioldm_ATA_001.mp3,1,0,1,0,1,fma_artist_303,Echoes::audioldm,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_1881,echoes_fma::1881,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,95b133d015af9a96e017b28651f71e4c7fa2e394a03204ae7bc88a9e9f7889ee,echoes_fma::1881,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Bizzy_The_Tleilaxu_Music_Machine_musicgen_ATA_001.wav,1,0,1,0,1,fma_artist_303,Echoes::musicgen,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_1881,echoes_fma::1881,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,c7681007f0e2b3d57b58c1a2990ce4b90a522377b71b81149e7e18bb0aa0f381,echoes_fma::1881,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_22472.mp3,0,0,0,0,1,fma_artist_129,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,8d52154f578338acc468acac5673897fadfbfe103fa7d05b9f25ab54425df62b,echoes_fma::22472,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_acestep_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::acestep,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b9f4e658b22c2d230d0a46c6199086020b709cdd7052dcb6a6faa880771bedc2,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_audioldm_ATA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::audioldm,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,44772bb866265ab776699ebe3e187b3b7496c21a2dd9fe3502888e2420c8367b,echoes_fma::22472,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,3b1fd0bd440416933bc0eb27866d7e586d84674e8d64ab42636ad1c0839375cc,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_elevenlabs_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::elevenlabs,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,8ba54f058e5f5969ae25a3904a4d65d875dc9e7165fb1888bd2a30c1c9a4d2ff,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_mubert_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::mubert,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,70928dfb91ec3a151c2d19429194685a5707ee1efb53073edaaf31bf1260d1af,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_musicgen_ATA_001.wav,1,0,1,0,1,fma_artist_129,Echoes::musicgen,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,f84b80c338d1c36f54c4001093d09f7c0c29c6de37e3713367a93b22010f4fa4,echoes_fma::22472,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_producer_ATA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::producer,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,1b615dd074eae03c5e891b76a76a42e98711be875287bd6655bbc6703944b428,echoes_fma::22472,train,ATA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_stableaudio_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::stableaudio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,dc6a3f0f1424cf9efe8b1a85adcfbc1ad0f23bb536ecdd67ef4e31d3131dae89,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_suno_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::suno,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b9b6cf6936b6cb83af2cf7e6b64f4191a9e396ebf13b04ec4c010ab1102e1074,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\fake\Busby_Berkeley_Ergo_Phizmiz_udio_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::udio,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22472,echoes_fma::22472,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,4bbd999f3a475160ed204f3a9ee18055695e16bf6e917be4a8f64dc8649bc746,echoes_fma::22472,train,TTA,fake
data\raw\public_v9\echoes_fma_paired\real\fma_22473.mp3,0,0,0,0,1,fma_artist_129,Echoes::FMA_original,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22473,echoes_fma::22473,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,b07bd8b2b95212305196ce762b501945d8ebbaf6951e57f94160f183f9652631,echoes_fma::22473,train,TTA,real
data\raw\public_v9\echoes_fma_paired\fake\Food_and_War_Ergo_Phizmiz_brev_TTA_001.mp3,1,0,1,0,1,fma_artist_129,Echoes::brev,echoes_fma_paired,echoes_fma_paired,Octavian97/Echoes + official FMA,fma_22473,echoes_fma::22473,https://huggingface.co/datasets/Octavian97/Echoes ; https://github.com/mdeff/fma,Echoes 14b0c76c6a691c42fadfab9fb6a4eb1ee8c628a2; FMA metadata rc1,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/3.0/us/,YES,FOLLOW_CC_ATTRIBUTION_AND_SHAREALIKE,FOLLOW_ORIGINAL_FMA_TRACK_LICENSE,Echoes-FMA-paired,f73030ccea864c059b89da6bc55b22cbe7e6286cc4fe0637b46d12756d8ac560,echoes_fma::22473,train,TTA,fake
