path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment,data_role
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9110555.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,1,0,1,1,1,mix::LA_0091::fake_music_AudioLDM2_3,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9110555::fake_music_AudioLDM2_0033::01::12,mix::asvspoof::LA_0091::generated_music::fake_music_generator_0033,asvspoof::LA_0091,generated_music::fake_music_generator_0033,partial_overlap,-15.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,1,0,1,1,1,mix::1462::fake_music_AudioLDM2_29,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170138-0003::fake_music_AudioLDM2_0297::01::13,mix::libri::1462::generated_music::fake_music_generator_0297,libri::1462,generated_music::fake_music_generator_0297,crossfade,-10.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0012.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0277.wav,1,0,1,1,1,mix::1462::fake_music_AudioLDM2_27,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170145-0012::fake_music_AudioLDM2_0277::01::14,mix::libri::1462::generated_music::fake_music_generator_0277,libri::1462,generated_music::fake_music_generator_0277,simultaneous,-5.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0021.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,1,0,1,1,1,mix::3752::fake_music_MusicGen_19,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4943-0021::fake_music_MusicGen_0196::01::15,mix::libri::3752::generated_music::fake_music_generator_0196,libri::3752,generated_music::fake_music_generator_0196,voice_then_music,0.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,1,0,1,1,1,mix::3752::fake_music_MusicGen_19,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4943-0018::fake_music_MusicGen_0196::01::16,mix::libri::3752::generated_music::fake_music_generator_0196,libri::3752,generated_music::fake_music_generator_0196,music_then_voice,5.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0050.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,1,0,1,1,1,mix::3752::fake_music_AudioLDM2_3,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4944-0050::fake_music_AudioLDM2_0033::01::17,mix::libri::3752::generated_music::fake_music_generator_0033,libri::3752,generated_music::fake_music_generator_0033,partial_overlap,10.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5554253.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0007.wav,1,0,1,1,1,mix::LA_0091::fake_music_AudioLDM2_0,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_5554253::fake_music_AudioLDM2_0007::01::18,mix::asvspoof::LA_0091::generated_music::fake_music_generator_0007,asvspoof::LA_0091,generated_music::fake_music_generator_0007,crossfade,15.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0016.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,1,0,1,1,1,mix::1462::fake_music_MusicGen_19,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170145-0016::fake_music_MusicGen_0196::01::19,mix::libri::1462::generated_music::fake_music_generator_0196,libri::1462,generated_music::fake_music_generator_0196,simultaneous,-15.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0003.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,1,0,1,1,1,mix::1462::fake_music_MusicGen_19,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170138-0003::fake_music_MusicGen_0196::01::20,mix::libri::1462::generated_music::fake_music_generator_0196,libri::1462,generated_music::fake_music_generator_0196,voice_then_music,-10.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170142-0024.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0159.wav,1,0,1,1,1,mix::1462::fake_music_AudioLDM2_15,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170142-0024::fake_music_AudioLDM2_0159::01::21,mix::libri::1462::generated_music::fake_music_generator_0159,libri::1462,generated_music::fake_music_generator_0159,music_then_voice,-5.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0181.wav,1,0,1,1,1,mix::3752::fake_music_AudioLDM2_18,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4943-0023::fake_music_AudioLDM2_0181::01::22,mix::libri::3752::generated_music::fake_music_generator_0181,libri::3752,generated_music::fake_music_generator_0181,partial_overlap,0.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac|data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,1,0,1,1,1,mix::3752::fake_music_MusicGen_10,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4943-0023::fake_music_MusicGen_0104::01::23,mix::libri::3752::generated_music::fake_music_generator_0104,libri::3752,generated_music::fake_music_generator_0104,crossfade,5.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9110555.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0025.wav,1,0,1,1,1,mix::LA_0091::fake_music_AudioLDM2_2,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9110555::fake_music_AudioLDM2_0025::01::24,mix::asvspoof::LA_0091::generated_music::fake_music_generator_0025,asvspoof::LA_0091,generated_music::fake_music_generator_0025,simultaneous,10.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0002.flac|data\raw\fake_music_generated\fake_music_MusicGen_0258.wav,1,0,1,1,1,mix::1462::fake_music_MusicGen_25,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170145-0002::fake_music_MusicGen_0258::01::25,mix::libri::1462::generated_music::fake_music_generator_0258,libri::1462,generated_music::fake_music_generator_0258,voice_then_music,15.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0016.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0181.wav,1,0,1,1,1,mix::1462::fake_music_AudioLDM2_18,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1462-170145-0016::fake_music_AudioLDM2_0181::01::26,mix::libri::1462::generated_music::fake_music_generator_0181,libri::1462,generated_music::fake_music_generator_0181,music_then_voice,-15.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0014.flac|data\raw\fake_music_generated\fake_music_MusicGen_0196.wav,1,0,1,1,1,mix::3752::fake_music_MusicGen_19,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3752-4943-0014::fake_music_MusicGen_0196::01::27,mix::libri::3752::generated_music::fake_music_generator_0196,libri::3752,generated_music::fake_music_generator_0196,partial_overlap,-10.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9745018.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0159.wav,1,0,1,1,1,mix::LA_0091::fake_music_AudioLDM2_15,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9745018::fake_music_AudioLDM2_0159::01::28,mix::asvspoof::LA_0091::generated_music::fake_music_generator_0159,asvspoof::LA_0091,generated_music::fake_music_generator_0159,crossfade,-5.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data\raw\fake_music_generated\fake_music_MusicGen_0226.wav,1,0,1,1,1,mix::LA_0091::fake_music_MusicGen_22,mix::bonafide::MusicGen,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9457505::fake_music_MusicGen_0226::01::29,mix::asvspoof::LA_0091::generated_music::fake_music_generator_0226,asvspoof::LA_0091,generated_music::fake_music_generator_0226,simultaneous,0.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,1,1,0,1,1,mix::wavefake_66e967::gtzan_6_metal.00086,mix::WF7::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0343::gtzan_v2_metal.00086::10::0,mix::wavefake::LJ028-0343::gtzan::gtzan_v2_metal.00086,wavefake::LJ028-0343,gtzan::gtzan_v2_metal.00086,music_then_voice,-10.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/blues.00062.wav,1,1,0,1,1,mix::wavefake_a82212::gtzan_0_blues.00062,mix::WF7::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0162::gtzan_v2_blues.00062::10::1,mix::wavefake::LJ048-0162::gtzan::gtzan_v2_blues.00062,wavefake::LJ048-0162,gtzan::gtzan_v2_blues.00062,partial_overlap,-5.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9048829.flac|data/raw/gtzan_unique_v2/metal.00042.wav,1,1,0,1,1,mix::LA_0091::gtzan_6_metal.00042,mix::A01::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9048829::gtzan_v2_metal.00042::10::2,mix::asvspoof::LA_0091::gtzan::gtzan_v2_metal.00042,asvspoof::LA_0091,gtzan::gtzan_v2_metal.00042,crossfade,0.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/rock.00086.wav,1,1,0,1,1,mix::wavefake_a82212::gtzan_9_rock.00086,mix::WF7::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0162::gtzan_v2_rock.00086::10::3,mix::wavefake::LJ048-0162::gtzan::gtzan_v2_rock.00086,wavefake::LJ048-0162,gtzan::gtzan_v2_rock.00086,simultaneous,5.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3103059.flac|data/raw/gtzan_unique_v2/jazz.00001.wav,1,1,0,1,1,mix::LA_0091::gtzan_5_jazz.00001,mix::A01::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_3103059::gtzan_v2_jazz.00001::10::4,mix::asvspoof::LA_0091::gtzan::gtzan_v2_jazz.00001,asvspoof::LA_0091,gtzan::gtzan_v2_jazz.00001,voice_then_music,10.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/metal.00042.wav,1,1,0,1,1,mix::wavefake_760a83::gtzan_6_metal.00042,mix::WF3::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0411::gtzan_v2_metal.00042::10::5,mix::wavefake::LJ028-0411::gtzan::gtzan_v2_metal.00042,wavefake::LJ028-0411,gtzan::gtzan_v2_metal.00042,music_then_voice,15.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac|data/raw/gtzan_unique_v2/disco.00067.wav,1,1,0,1,1,mix::LA_0091::gtzan_3_disco.00067,mix::A01::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_6556926::gtzan_v2_disco.00067::10::6,mix::asvspoof::LA_0091::gtzan::gtzan_v2_disco.00067,asvspoof::LA_0091,gtzan::gtzan_v2_disco.00067,partial_overlap,-15.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ002-0032_WF1_1.wav|data/raw/gtzan_unique_v2/metal.00086.wav,1,1,0,1,1,mix::wavefake_73b351::gtzan_6_metal.00086,mix::WF1::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ002-0032::gtzan_v2_metal.00086::10::7,mix::wavefake::LJ002-0032::gtzan::gtzan_v2_metal.00086,wavefake::LJ002-0032,gtzan::gtzan_v2_metal.00086,crossfade,-10.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0162.wav|data/raw/gtzan_unique_v2/reggae.00060.wav,1,1,0,1,1,mix::wavefake_d77bb8::gtzan_8_reggae.00060,mix::WF7::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ029-0162::gtzan_v2_reggae.00060::10::8,mix::wavefake::LJ029-0162::gtzan::gtzan_v2_reggae.00060,wavefake::LJ029-0162,gtzan::gtzan_v2_reggae.00060,simultaneous,-5.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/country.00036.wav,1,1,0,1,1,mix::wavefake_a82212::gtzan_2_country.00036,mix::WF7::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0162::gtzan_v2_country.00036::10::9,mix::wavefake::LJ048-0162::gtzan::gtzan_v2_country.00036,wavefake::LJ048-0162,gtzan::gtzan_v2_country.00036,voice_then_music,0.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8897400.flac|data/raw/gtzan_unique_v2/rock.00039.wav,1,1,0,1,1,mix::LA_0091::gtzan_9_rock.00039,mix::A01::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8897400::gtzan_v2_rock.00039::10::10,mix::asvspoof::LA_0091::gtzan::gtzan_v2_rock.00039,asvspoof::LA_0091,gtzan::gtzan_v2_rock.00039,music_then_voice,5.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5636788.flac|data/raw/gtzan_unique_v2/country.00060.wav,1,1,0,1,1,mix::LA_0091::gtzan_2_country.00060,mix::A01::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_5636788::gtzan_v2_country.00060::10::11,mix::asvspoof::LA_0091::gtzan::gtzan_v2_country.00060,asvspoof::LA_0091,gtzan::gtzan_v2_country.00060,partial_overlap,10.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4252818.flac|data/raw/gtzan_unique_v2/rock.00007.wav,1,1,0,1,1,mix::LA_0091::gtzan_9_rock.00007,mix::A01::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_4252818::gtzan_v2_rock.00007::10::12,mix::asvspoof::LA_0091::gtzan::gtzan_v2_rock.00007,asvspoof::LA_0091,gtzan::gtzan_v2_rock.00007,crossfade,15.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/blues.00078.wav,1,1,0,1,1,mix::LA_0091::gtzan_0_blues.00078,mix::A01::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8130994::gtzan_v2_blues.00078::10::13,mix::asvspoof::LA_0091::gtzan::gtzan_v2_blues.00078,asvspoof::LA_0091,gtzan::gtzan_v2_blues.00078,simultaneous,-15.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav|data/raw/gtzan_unique_v2/reggae.00060.wav,1,1,0,1,1,mix::wavefake_760a83::gtzan_8_reggae.00060,mix::WF3::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0411::gtzan_v2_reggae.00060::10::14,mix::wavefake::LJ028-0411::gtzan::gtzan_v2_reggae.00060,wavefake::LJ028-0411,gtzan::gtzan_v2_reggae.00060,voice_then_music,-10.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8239480.flac|data/raw/gtzan_unique_v2/jazz.00002.wav,1,1,0,1,1,mix::LA_0091::gtzan_5_jazz.00002,mix::A01::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8239480::gtzan_v2_jazz.00002::10::15,mix::asvspoof::LA_0091::gtzan::gtzan_v2_jazz.00002,asvspoof::LA_0091,gtzan::gtzan_v2_jazz.00002,music_then_voice,-5.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0343.wav|data/raw/gtzan_unique_v2/metal.00086.wav,1,1,0,1,1,mix::wavefake_66e967::gtzan_6_metal.00086,mix::WF7::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ028-0343::gtzan_v2_metal.00086::10::16,mix::wavefake::LJ028-0343::gtzan::gtzan_v2_metal.00086,wavefake::LJ028-0343,gtzan::gtzan_v2_metal.00086,partial_overlap,0.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8722988.flac|data/raw/gtzan_unique_v2/reggae.00060.wav,1,1,0,1,1,mix::LA_0091::gtzan_8_reggae.00060,mix::A01::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8722988::gtzan_v2_reggae.00060::10::17,mix::asvspoof::LA_0091::gtzan::gtzan_v2_reggae.00060,asvspoof::LA_0091,gtzan::gtzan_v2_reggae.00060,crossfade,5.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data/raw/gtzan_unique_v2/pop.00011.wav,1,1,0,1,1,mix::wavefake_7ac9af::gtzan_7_pop.00011,mix::WF5::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0365::gtzan_v2_pop.00011::10::18,mix::wavefake::LJ019-0365::gtzan::gtzan_v2_pop.00011,wavefake::LJ019-0365,gtzan::gtzan_v2_pop.00011,simultaneous,10.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/metal.00042.wav,1,1,0,1,1,mix::LA_0091::gtzan_6_metal.00042,mix::A01::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8130994::gtzan_v2_metal.00042::10::19,mix::asvspoof::LA_0091::gtzan::gtzan_v2_metal.00042,asvspoof::LA_0091,gtzan::gtzan_v2_metal.00042,voice_then_music,15.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac|data/raw/gtzan_unique_v2/country.00039.wav,1,1,0,1,1,mix::LA_0091::gtzan_2_country.00039,mix::A01::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_6556926::gtzan_v2_country.00039::10::20,mix::asvspoof::LA_0091::gtzan::gtzan_v2_country.00039,asvspoof::LA_0091,gtzan::gtzan_v2_country.00039,music_then_voice,-15.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0136.wav|data/raw/gtzan_unique_v2/rock.00007.wav,1,1,0,1,1,mix::wavefake_f712ad::gtzan_9_rock.00007,mix::WF1::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ029-0136::gtzan_v2_rock.00007::10::21,mix::wavefake::LJ029-0136::gtzan::gtzan_v2_rock.00007,wavefake::LJ029-0136,gtzan::gtzan_v2_rock.00007,partial_overlap,-10.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac|data/raw/gtzan_unique_v2/blues.00071.wav,1,1,0,1,1,mix::LA_0091::gtzan_0_blues.00071,mix::A01::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_6556926::gtzan_v2_blues.00071::10::22,mix::asvspoof::LA_0091::gtzan::gtzan_v2_blues.00071,asvspoof::LA_0091,gtzan::gtzan_v2_blues.00071,crossfade,-5.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6208966.flac|data/raw/gtzan_unique_v2/blues.00062.wav,1,1,0,1,1,mix::LA_0091::gtzan_0_blues.00062,mix::A01::GTZAN_genre_0,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_6208966::gtzan_v2_blues.00062::10::23,mix::asvspoof::LA_0091::gtzan::gtzan_v2_blues.00062,asvspoof::LA_0091,gtzan::gtzan_v2_blues.00062,simultaneous,0.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0162.wav|data/raw/gtzan_unique_v2/pop.00011.wav,1,1,0,1,1,mix::wavefake_a82212::gtzan_7_pop.00011,mix::WF7::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0162::gtzan_v2_pop.00011::10::24,mix::wavefake::LJ048-0162::gtzan::gtzan_v2_pop.00011,wavefake::LJ048-0162,gtzan::gtzan_v2_pop.00011,voice_then_music,5.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data/raw/gtzan_unique_v2/hiphop.00055.wav,1,1,0,1,1,mix::wavefake_7ac9af::gtzan_4_hiphop.00055,mix::WF5::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0365::gtzan_v2_hiphop.00055::10::25,mix::wavefake::LJ019-0365::gtzan::gtzan_v2_hiphop.00055,wavefake::LJ019-0365,gtzan::gtzan_v2_hiphop.00055,music_then_voice,10.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/rock.00086.wav,1,1,0,1,1,mix::LA_0091::gtzan_9_rock.00086,mix::A01::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8130994::gtzan_v2_rock.00086::10::26,mix::asvspoof::LA_0091::gtzan::gtzan_v2_rock.00086,asvspoof::LA_0091,gtzan::gtzan_v2_rock.00086,partial_overlap,15.0,0.75,0.0,0.5,3.0,3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac|data/raw/gtzan_unique_v2/metal.00086.wav,1,1,0,1,1,mix::LA_0091::gtzan_6_metal.00086,mix::A01::GTZAN_genre_6,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_8130994::gtzan_v2_metal.00086::10::27,mix::asvspoof::LA_0091::gtzan::gtzan_v2_metal.00086,asvspoof::LA_0091,gtzan::gtzan_v2_metal.00086,crossfade,-15.0,0.1,0.1,0.05,-6.0,-6.0,cal_b,none,fusion_calibration
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0153.wav|data/raw/gtzan_unique_v2/reggae.00060.wav,1,1,0,1,1,mix::wavefake_f420f5::gtzan_8_reggae.00060,mix::WF6::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ045-0153::gtzan_v2_reggae.00060::10::28,mix::wavefake::LJ045-0153::gtzan::gtzan_v2_reggae.00060,wavefake::LJ045-0153,gtzan::gtzan_v2_reggae.00060,simultaneous,-10.0,0.25,0.5,0.1,-3.0,-3.0,cal_b,none,fusion_calibration
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_4252818.flac|data/raw/gtzan_unique_v2/rock.00007.wav,1,1,0,1,1,mix::LA_0091::gtzan_9_rock.00007,mix::A01::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_4252818::gtzan_v2_rock.00007::10::29,mix::asvspoof::LA_0091::gtzan::gtzan_v2_rock.00007,asvspoof::LA_0091,gtzan::gtzan_v2_rock.00007,voice_then_music,-5.0,0.5,1.0,0.25,0.0,0.0,cal_b,none,fusion_calibration
