path,sha256,source,license,generator,split_group_id,training_role
C:\Users\lLrich\ai_voice_data_v12\files\801f28369616461b54682451516d238c1d7b5f73e488f533de8f36083bfa289b.flac,801f28369616461b54682451516d238c1d7b5f73e488f533de8f36083bfa289b,asvspoof2019,unknown,bonafide,asvspoof::LA_0090,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8055465313634ca994caff255d52d720862fc2b14173d8e78a9283927c49c611.wav,8055465313634ca994caff255d52d720862fc2b14173d8e78a9283927c49c611,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00026,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8057316de63b222a5de3b6633944a37ca334ec69482d52aeb4aecf86034ed05a.wav,8057316de63b222a5de3b6633944a37ca334ec69482d52aeb4aecf86034ed05a,gtzan_real_v2,unknown,GTZAN_genre_3,gtzan::gtzan_v2_disco.00026,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\805a2a3a6464deef875c7a707cb5b21af9ecfe0a03f0416529169144ff65b8c1.wav,805a2a3a6464deef875c7a707cb5b21af9ecfe0a03f0416529169144ff65b8c1,wavefake_ajay,unknown,WF3,wavefake::LJ048-0147,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8094cefce0edb5e024e04fb3ffcd8820b303483cf83d8a9ccb1b278bb3d13c81.wav,8094cefce0edb5e024e04fb3ffcd8820b303483cf83d8a9ccb1b278bb3d13c81,wavefake_ajay,unknown,WF3,wavefake::LJ029-0187,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8094cefce0edb5e024e04fb3ffcd8820b303483cf83d8a9ccb1b278bb3d13c81.wav,8094cefce0edb5e024e04fb3ffcd8820b303483cf83d8a9ccb1b278bb3d13c81,wavefake_ajay,unknown,WF5,wavefake::LJ029-0187,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\80972ab90b9120fa9efa6eb54ecfe0eac92e66defd862f2fc3e42b494be8a686.wav,80972ab90b9120fa9efa6eb54ecfe0eac92e66defd862f2fc3e42b494be8a686,gtzan_real_v2,unknown,GTZAN_genre_3,gtzan::gtzan_v2_disco.00044,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\80ab88d06c21dd890ac912f16295c80d60d6d4e60bf7702ef7586aa1df9b6450.wav,80ab88d06c21dd890ac912f16295c80d60d6d4e60bf7702ef7586aa1df9b6450,gtzan_real_v2,unknown,GTZAN_genre_3,gtzan::gtzan_v2_disco.00045,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\80bd8166d8dc54475c12aa116382fa33d460b38f28bcd3d268412d6a109df172.mp3,80bd8166d8dc54475c12aa116382fa33d460b38f28bcd3d268412d6a109df172,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::82e4a2ed561499a7,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\80be5dc8887231d3f4bf021b66b78b3383735406d699d2ed9f9b526251ede8df.wav,80be5dc8887231d3f4bf021b66b78b3383735406d699d2ed9f9b526251ede8df,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\80d8505c62ec8cc132b644b25a5977dde7e0df54cdf4b22c766d172b229b0c39.wav,80d8505c62ec8cc132b644b25a5977dde7e0df54cdf4b22c766d172b229b0c39,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::RVC,mlaad_tiny::en::emerald_city_of_oz_26_f000009,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8108d11468fa2b054e546bb5555e7e8cb85671e2b0e4665bc6fe30b2befff534.wav,8108d11468fa2b054e546bb5555e7e8cb85671e2b0e4665bc6fe30b2befff534,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00075,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\811c9a5623538df8d911aae9c59b5bc4be694e35b09b262c1d368599aa068c77.flac,811c9a5623538df8d911aae9c59b5bc4be694e35b09b262c1d368599aa068c77,asvspoof2019,unknown,A02,asvspoof::LA_0089,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\815b9ed482bde6ae88307321cc490ac49942efc64f33ddb01a2ccfe021c8e254.flac,815b9ed482bde6ae88307321cc490ac49942efc64f33ddb01a2ccfe021c8e254,librispeech_dev,unknown,LibriSpeech,libri::1988,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8168c880db27c513bf44d858b2f27fa2beea2077aa00b2c635e02db7035b126c.mp3,8168c880db27c513bf44d858b2f27fa2beea2077aa00b2c635e02db7035b126c,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::357,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\81742bfd431396cf3cc4c89caaed0df2bbd54fa7e85ff94634425f2b5bf9b038.wav,81742bfd431396cf3cc4c89caaed0df2bbd54fa7e85ff94634425f2b5bf9b038,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00006,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8187c43a481b77f345ed6eb8c657bb854d048886a8cceaad468f27f4bc098b3c.wav,8187c43a481b77f345ed6eb8c657bb854d048886a8cceaad468f27f4bc098b3c,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::03,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\81e13384a63c874912cc610c02704d9b5b4714fd0d4bb54ba46e82efc25b25d9.wav,81e13384a63c874912cc610c02704d9b5b4714fd0d4bb54ba46e82efc25b25d9,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0006,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\822f53af5ccf38a313938cc156feb76087010e4c06486a77f9ce1e5379db7d34.flac,822f53af5ccf38a313938cc156feb76087010e4c06486a77f9ce1e5379db7d34,asvspoof2019,unknown,A02,asvspoof::LA_0092,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8234aca0cd57810a93c684faac40cce4f71c323c98a3fee2e0c1c6a882794a8e.wav,8234aca0cd57810a93c684faac40cce4f71c323c98a3fee2e0c1c6a882794a8e,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::03,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82572ff90c866c658f20e9a9e286a4088bd948a2abfe9d75e464232037e2f756.mp3,82572ff90c866c658f20e9a9e286a4088bd948a2abfe9d75e464232037e2f756,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::a295f515c27df23c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8261bf167fc3d497a8ad6f0b6093fd3cc860e28c4056f0c45fb1f9c65211848e.wav,8261bf167fc3d497a8ad6f0b6093fd3cc860e28c4056f0c45fb1f9c65211848e,gtzan_real_v2,unknown,GTZAN_genre_5,gtzan::gtzan_v2_jazz.00084,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\828d59d961e1904201bd1dedbd2c0c500a0bef649c317244474d63d8758e26c6.mp3,828d59d961e1904201bd1dedbd2c0c500a0bef649c317244474d63d8758e26c6,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::feb612a235e9ee2c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82b926192ce814e589db51a2fea0429a94057e4b957f5490c380c9e4aa67e40c.wav,82b926192ce814e589db51a2fea0429a94057e4b957f5490c380c9e4aa67e40c,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00007,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82c1e94fad248c9cb8d528bfca7d0a47d61a9086919b8a4c311a79ec34e50247.wav,82c1e94fad248c9cb8d528bfca7d0a47d61a9086919b8a4c311a79ec34e50247,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00040,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82c44a0103a9d69b659753116980719749f38f3b139b9e65feaacf6ffcc7267a.mp3,82c44a0103a9d69b659753116980719749f38f3b139b9e65feaacf6ffcc7267a,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::199,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82e0dfd579f464208d5ee771d493b3d2e01ecbf24e5c9a0d8135f7b1bb67bdfb.flac,82e0dfd579f464208d5ee771d493b3d2e01ecbf24e5c9a0d8135f7b1bb67bdfb,librispeech_dev,unknown,LibriSpeech,libri::5338,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82ec7d7c679e9c1f5272f5bb5af20e5bf6837755d940d2bd5b8363012d4355d0.flac,82ec7d7c679e9c1f5272f5bb5af20e5bf6837755d940d2bd5b8363012d4355d0,librispeech_dev,unknown,LibriSpeech,libri::5338,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\82f4c59ff35ea8c4f2fb4ba07874c3774f9eff23988f8a1c92d7bef5be04b763.wav,82f4c59ff35ea8c4f2fb4ba07874c3774f9eff23988f8a1c92d7bef5be04b763,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00075,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\830deed97faa8cba99ff5d815c5e9c3f758613cc9f5f689997c50059d1cc7500.flac,830deed97faa8cba99ff5d815c5e9c3f758613cc9f5f689997c50059d1cc7500,asvspoof2019,unknown,A02,asvspoof::LA_0096,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\83164bf55653c7dd0be3c3c843596b8c8a29a92ccf70d9451901f196308848ee.flac,83164bf55653c7dd0be3c3c843596b8c8a29a92ccf70d9451901f196308848ee,asvspoof2019,unknown,A03,asvspoof::LA_0079,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\833831dd7b1edf7dc15dcb40ae74f272d2134c471dc6c9060064e6bf41411201.wav,833831dd7b1edf7dc15dcb40ae74f272d2134c471dc6c9060064e6bf41411201,wavefake_ajay,unknown,WF2,wavefake::LJ020-0031,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\834d3caf91b47d2ccf457dff3bca46b0b0aacdb5c8245dee184e919b0010125f.wav,834d3caf91b47d2ccf457dff3bca46b0b0aacdb5c8245dee184e919b0010125f,echoes_fma_paired,generated CC BY-SA 4.0; original http://creativecommons.org/licenses/by/4.0/,Echoes::musicgen,echoes_fma::5289,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8359f2f20d7874d0f12003aaf69c7fbde25ff6349603c3fdb9328e3cb6b40186.flac,8359f2f20d7874d0f12003aaf69c7fbde25ff6349603c3fdb9328e3cb6b40186,librispeech_dev,unknown,LibriSpeech,libri::84,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8376608df88947de8412cd31dcbc3fcda54a4a440e8fd242742ae12c0e86bacf.wav,8376608df88947de8412cd31dcbc3fcda54a4a440e8fd242742ae12c0e86bacf,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00070,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\83a2b76d9d303b9413e684758749d59bee406c027ac18aa952b03cc7609282a2.wav,83a2b76d9d303b9413e684758749d59bee406c027ac18aa952b03cc7609282a2,gtzan_real_v2,unknown,GTZAN_genre_2,gtzan::gtzan_v2_country.00075,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\83c65847d6cc0a8b2a2a291ace59a2c97b7c91bc51d1295ba6acf51240de087d.wav,83c65847d6cc0a8b2a2a291ace59a2c97b7c91bc51d1295ba6acf51240de087d,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::05,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\83df41f9ae3f9c46dcf84b32c65b4ca8803e6c34bdb927409f812a4baf6413ff.wav,83df41f9ae3f9c46dcf84b32c65b4ca8803e6c34bdb927409f812a4baf6413ff,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::04,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\83ec3011d064356445ad4d7e47463e82a7950a3d944bb72b88fdb885350a4811.flac,83ec3011d064356445ad4d7e47463e82a7950a3d944bb72b88fdb885350a4811,librispeech_dev,unknown,LibriSpeech,libri::84,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8411cbf80da0b73b5ea675d5c6d5fcee2ee416c2679252bda43060828690bbd6.mp3,8411cbf80da0b73b5ea675d5c6d5fcee2ee416c2679252bda43060828690bbd6,mtg_jamendo_cc,http://creativecommons.org/licenses/by/3.0/,mtg_jamendo_cc::real,jamendo::artist::f4566a41b9fbeabd,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\841de22c8132809f5bc43d05c1345b084d3d33d12f73c38bdabe2fd42ebd5796.mp3,841de22c8132809f5bc43d05c1345b084d3d33d12f73c38bdabe2fd42ebd5796,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,mtg_jamendo_cc::real,jamendo::artist::d371ecabe361e780,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8446a3040e824981c3385d36efe3d55893a44afc2e822981141da20e28b4f671.wav,8446a3040e824981c3385d36efe3d55893a44afc2e822981141da20e28b4f671,gtzan_real_v2,unknown,GTZAN_genre_1,gtzan::gtzan_v2_classical.00055,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\84741a850273728e9759c4385277c1eb30957cbe071bd2a0d5be90c6885a05df.wav,84741a850273728e9759c4385277c1eb30957cbe071bd2a0d5be90c6885a05df,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00099,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\848257099d5298e0a10ac99e84513cc07edea09adf9c59de904b89553e458df9.mp3,848257099d5298e0a10ac99e84513cc07edea09adf9c59de904b89553e458df9,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::c0a3759a8a483694,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\849ed86886ae21ae2122f4921070b533dfd5430f9f778eaf86c39ad9ec36b725.flac,849ed86886ae21ae2122f4921070b533dfd5430f9f778eaf86c39ad9ec36b725,asvspoof2019,unknown,A01,asvspoof::LA_0084,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\84c01d3828d4e514254632edae856116763326ac6d8c4617d29729b0bd7f34bb.mp3,84c01d3828d4e514254632edae856116763326ac6d8c4617d29729b0bd7f34bb,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::300,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\84cf1e14e22e741a6ce2e2d28dbbf3620f45a628fc21a228e1fa7e7be857c6ad.flac,84cf1e14e22e741a6ce2e2d28dbbf3620f45a628fc21a228e1fa7e7be857c6ad,librispeech_dev,unknown,LibriSpeech,libri::7976,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\84d0207b2cf071f77fe6efb097565e95efd110cda8557bf0a021940198065c25.flac,84d0207b2cf071f77fe6efb097565e95efd110cda8557bf0a021940198065c25,asvspoof2019,unknown,A02,asvspoof::LA_0089,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\84fdf6b8d87612f75221b060eb60ec14f8205a47fe5016254a49d7368f0485bf.flac,84fdf6b8d87612f75221b060eb60ec14f8205a47fe5016254a49d7368f0485bf,librispeech_dev,unknown,LibriSpeech,libri::3081,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\851453e92e2db6bda81335155ce38b5f403fac95c2987edb37d4b2786a7bffa7.mp3,851453e92e2db6bda81335155ce38b5f403fac95c2987edb37d4b2786a7bffa7,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc/3.0/,mtg_jamendo_cc::real,jamendo::artist::95463db3ed97654c,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8523fa3cbcc30dfb072637004fde8d077a16aa7ef5f19c00024bd61bc65bd1b6.wav,8523fa3cbcc30dfb072637004fde8d077a16aa7ef5f19c00024bd61bc65bd1b6,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0106,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8524101c30e789918355b24aa5b391c7dd638ec06400a78b438996c77140964f.flac,8524101c30e789918355b24aa5b391c7dd638ec06400a78b438996c77140964f,librispeech_dev,unknown,LibriSpeech,libri::2902,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\853ea3af306aca3fa6db6e29911cb0cc57d3531031edabc7e3bb95abbaa6386d.mp3,853ea3af306aca3fa6db6e29911cb0cc57d3531031edabc7e3bb95abbaa6386d,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::385,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\856247fbdaab94e400fb7ac23012654c3be7917039c7d7ad3510673d5234fc28.wav,856247fbdaab94e400fb7ac23012654c3be7917039c7d7ad3510673d5234fc28,gtzan_real_v2,unknown,GTZAN_genre_9,gtzan::gtzan_v2_rock.00038,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8566736d7229bd3e447bed81c1ac2cb25c4f43e9d7dbaaa8ca23aaffb3cd3a18.wav,8566736d7229bd3e447bed81c1ac2cb25c4f43e9d7dbaaa8ca23aaffb3cd3a18,wavefake_ajay,unknown,WF6,wavefake::LJ048-0120,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8586d18133201c28e79a0ce549e8e80a90ce49150318c137dcceb94ad60371c9.mp3,8586d18133201c28e79a0ce549e8e80a90ce49150318c137dcceb94ad60371c9,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::5874aa491fd7fde6,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8595773fd43f7274859f7911035a41de263756eac1e4d2ce22618da8a52fbe7a.flac,8595773fd43f7274859f7911035a41de263756eac1e4d2ce22618da8a52fbe7a,librispeech_dev,unknown,LibriSpeech,libri::3853,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85b5bc059eb2ce85d1431ffbdf49fd58571d4d9f820e499558540fe4827eb715.mp3,85b5bc059eb2ce85d1431ffbdf49fd58571d4d9f820e499558540fe4827eb715,sonics_official,CC BY-NC 4.0,SONICS::udio-120s,sonics::215,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85be1d12a6273cc6637142a0e296ff9e8183618dfb5eaf11727543904338c01e.wav,85be1d12a6273cc6637142a0e296ff9e8183618dfb5eaf11727543904338c01e,gtzan_real_v2,unknown,GTZAN_genre_5,gtzan::gtzan_v2_jazz.00005,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85c688dcf309411d0a423e93c71651bc48a21d3e59f137f41696c7a74cbabe70.wav,85c688dcf309411d0a423e93c71651bc48a21d3e59f137f41696c7a74cbabe70,gtzan_real_v2,unknown,GTZAN_genre_5,gtzan::gtzan_v2_jazz.00048,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85d596b34986fa5d7a1d6f12568dcce7d57453ac72d200dd2c9f2f9af65a2d69.wav,85d596b34986fa5d7a1d6f12568dcce7d57453ac72d200dd2c9f2f9af65a2d69,wavefake_ajay,unknown,WF6,wavefake::LJ020-0070,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85de753f245d0dc14bf3ba1cb9285631f4a973b6e67d8872c581f773332cbe97.wav,85de753f245d0dc14bf3ba1cb9285631f4a973b6e67d8872c581f773332cbe97,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::02,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\85f8179a0199a41adbf5705bdfbf6eaf89410188c3b041f6687ab2d0496930c5.wav,85f8179a0199a41adbf5705bdfbf6eaf89410188c3b041f6687ab2d0496930c5,wavefake_ajay,unknown,WF5,wavefake::LJ029-0141,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\860994fa5d1a7877f94dcae4e8b0e1badc4a2af952e0147b802797610a033b66.flac,860994fa5d1a7877f94dcae4e8b0e1badc4a2af952e0147b802797610a033b66,asvspoof2019,unknown,A02,asvspoof::LA_0088,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8616cc905671ef9917dc79a2816ceea68af49ce2317ae88c01b06e6617045074.wav,8616cc905671ef9917dc79a2816ceea68af49ce2317ae88c01b06e6617045074,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::Chatterbox,mlaad_tiny::en::hunters_space_07_f000061,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\862c881a8f884514b7b48b6404ab86c5048df93cb8c3c35c84e8a07e236dd502.mp3,862c881a8f884514b7b48b6404ab86c5048df93cb8c3c35c84e8a07e236dd502,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::294,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\865af76b983d2506c588acda62095ca2188eb3a0de4dfe825695e55cfc5f9af1.mp3,865af76b983d2506c588acda62095ca2188eb3a0de4dfe825695e55cfc5f9af1,sonics_official,CC BY-NC 4.0,SONICS::chirp-v3.5,sonics::242,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\866029174ffa8f34a5b27a9bbd93c4b71049a556f99868f8dff8337dc3fe6624.wav,866029174ffa8f34a5b27a9bbd93c4b71049a556f99868f8dff8337dc3fe6624,fake_music_generated,unknown,MusicGen,generated_music::fake_music_generator_0068,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8664203868138c1081a24bf3cd0d073e4eb04330073eb8898df97596da503bdb.mp3,8664203868138c1081a24bf3cd0d073e4eb04330073eb8898df97596da503bdb,mtg_jamendo_cc,http://creativecommons.org/licenses/by-sa/2.0/de/,mtg_jamendo_cc::real,jamendo::artist::e9a74190dbe9c9f9,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\868a7d77517deeabaf2001da8df92f7e35423a11ba1e6862d6043d05dcbc5234.mp3,868a7d77517deeabaf2001da8df92f7e35423a11ba1e6862d6043d05dcbc5234,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::ff2ee954f218b605,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\86a0a24529ef7a5c9a19ec8a2c3ef476052082061a48af4949645fe48cce3f39.flac,86a0a24529ef7a5c9a19ec8a2c3ef476052082061a48af4949645fe48cce3f39,asvspoof2019,unknown,A02,asvspoof::LA_0090,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\86a75b896d42579a5089f6ad0a90ef1b435a6c91dd33c291c37a55bc9ea22072.wav,86a75b896d42579a5089f6ad0a90ef1b435a6c91dd33c291c37a55bc9ea22072,wavefake_ajay,unknown,WF5,wavefake::LJ016-0425,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\86aab461985dd2cdfcc5702ac059942f1a8502dbd347ce739f71478db66a19a8.wav,86aab461985dd2cdfcc5702ac059942f1a8502dbd347ce739f71478db66a19a8,gtzan_real_v2,unknown,GTZAN_genre_9,gtzan::gtzan_v2_rock.00070,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\86bc91d7790b6bdfd3c76baa77c2183acee9bf069756ee1570acc39eb2604915.wav,86bc91d7790b6bdfd3c76baa77c2183acee9bf069756ee1570acc39eb2604915,gtzan_real_v2,unknown,GTZAN_genre_6,gtzan::gtzan_v2_metal.00019,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8714071633ecabe4c04e039040c04f8e8c4a6c0aeaa6c2f21911d979225ff41f.mp3,8714071633ecabe4c04e039040c04f8e8c4a6c0aeaa6c2f21911d979225ff41f,mtg_jamendo_cc,http://creativecommons.org/licenses/by-nc-sa/3.0/,mtg_jamendo_cc::real,jamendo::artist::df13665398f2d9fa,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8722755631ab35e70775baa298cb9a856901e69be9bb71b3c441d0e653e69c5f.wav,8722755631ab35e70775baa298cb9a856901e69be9bb71b3c441d0e653e69c5f,mlaad_tiny_matched,CC BY-NC 4.0,MLAAD::MiniCPM-o-2.6,mlaad_tiny::en::emerald_city_of_oz_07_f000038,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\873d10dbf18518042d2429a4e31ba96d3dbe355f0bc98d559bb611fd72e97caf.wav,873d10dbf18518042d2429a4e31ba96d3dbe355f0bc98d559bb611fd72e97caf,wavefake_ajay,unknown,R,wavefake::LJ044-0107,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\873d10dbf18518042d2429a4e31ba96d3dbe355f0bc98d559bb611fd72e97caf.wav,873d10dbf18518042d2429a4e31ba96d3dbe355f0bc98d559bb611fd72e97caf,wavefake_ajay,unknown,WF4,wavefake::LJ044-0107,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\874905a621edb1bf38ddf76d5a865fb806b575e84874806d63f43f961bacffed.wav,874905a621edb1bf38ddf76d5a865fb806b575e84874806d63f43f961bacffed,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::01,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8753b3b5871372449bda858dab4bc6df3c84cae70e6306dd8fdca9d64c0e1a8a.wav,8753b3b5871372449bda858dab4bc6df3c84cae70e6306dd8fdca9d64c0e1a8a,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00050,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8755ac4fae135692297c483b5fb97c7a68c5e6119f84385bebc850a40091c6ae.wav,8755ac4fae135692297c483b5fb97c7a68c5e6119f84385bebc850a40091c6ae,gtzan_real_v2,unknown,GTZAN_genre_0,gtzan::gtzan_v2_blues.00038,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8767abd1e1ec2728e7345c2c0bc376cc62465f901f519c7ad1ade6c6cef34498.wav,8767abd1e1ec2728e7345c2c0bc376cc62465f901f519c7ad1ade6c6cef34498,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00056,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8768a9309b9b7265c92b2b4bd816bebd3f09ee1ba4c7a5a9f1bcdab7a207e926.wav,8768a9309b9b7265c92b2b4bd816bebd3f09ee1ba4c7a5a9f1bcdab7a207e926,guitarset_mic,CC BY 4.0,guitarset_mic::real,guitarset::player::05,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\878fc23d117d18294cc5da3a1c24191e49986207879a31be1bda196c2af7b4f9.wav,878fc23d117d18294cc5da3a1c24191e49986207879a31be1bda196c2af7b4f9,gtzan_real_v2,unknown,GTZAN_genre_5,gtzan::gtzan_v2_jazz.00094,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\8796a1050cbcdbedde0357eff384f4e973252af449e93b8029d1b41e891f3a54.wav,8796a1050cbcdbedde0357eff384f4e973252af449e93b8029d1b41e891f3a54,gtzan_real_v2,unknown,GTZAN_genre_7,gtzan::gtzan_v2_pop.00078,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\87ed0b8f856c1a424ee44d0b74705d1ca7c8782bb5ad764256d1b3d341d2c98e.flac,87ed0b8f856c1a424ee44d0b74705d1ca7c8782bb5ad764256d1b3d341d2c98e,librispeech_dev,unknown,LibriSpeech,libri::6345,v12_student_train
C:\Users\lLrich\ai_voice_data_v12\files\87f22355b3f93e955960a842abf34478f021049a2293885cc45c6d4b2d7d9883.wav,87f22355b3f93e955960a842abf34478f021049a2293885cc45c6d4b2d7d9883,gtzan_real_v2,unknown,GTZAN_genre_4,gtzan::gtzan_v2_hiphop.00040,v12_student_train
