path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,data_role,upstream_split,upstream_label,audio_sha256,generation_seed,generator_family,recommended_split,generated_by,external_assets_used,base_voice_id,base_music_id,duration_sec,sample_rate,peak,rms,dc_offset,clipping_fraction,mix_snr_db,v13_role,source_path,sha256,competition_use_status,generator_version,language,speaker,track,content_group,split_group,augmentation,seed
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\841de22c8132809f5bc43d05c1345b084d3d33d12f73c38bdabe2fd42ebd5796.mp3,0,0,0,0,1,jamendo_artist_d371ecabe361e780,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1083100,jamendo::artist::d371ecabe361e780,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,841de22c8132809f5bc43d05c1345b084d3d33d12f73c38bdabe2fd42ebd5796,mtg_jamendo_cc::track::jamendo_1083100,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1083100.low.mp3,841de22c8132809f5bc43d05c1345b084d3d33d12f73c38bdabe2fd42ebd5796,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_d371ecabe361e780,jamendo_1083100,jamendo_1083100,jamendo::artist::d371ecabe361e780,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\6587172d64b60194d6ed60e2144b4e65378e19611ca05fc806b5e97fde25c2b5.mp3,0,0,0,0,1,jamendo_artist_9503b3c355065db8,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1084200,jamendo::artist::9503b3c355065db8,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,6587172d64b60194d6ed60e2144b4e65378e19611ca05fc806b5e97fde25c2b5,mtg_jamendo_cc::track::jamendo_1084200,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1084200.low.mp3,6587172d64b60194d6ed60e2144b4e65378e19611ca05fc806b5e97fde25c2b5,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_9503b3c355065db8,jamendo_1084200,jamendo_1084200,jamendo::artist::9503b3c355065db8,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\572b6f72b7a2639ec88f5772033dde686888719c20bf95489527ecec8fd708c4.mp3,0,0,0,0,1,jamendo_artist_a24297c696db4090,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1085600,jamendo::artist::a24297c696db4090,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,572b6f72b7a2639ec88f5772033dde686888719c20bf95489527ecec8fd708c4,mtg_jamendo_cc::track::jamendo_1085600,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1085600.low.mp3,572b6f72b7a2639ec88f5772033dde686888719c20bf95489527ecec8fd708c4,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_a24297c696db4090,jamendo_1085600,jamendo_1085600,jamendo::artist::a24297c696db4090,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\c4e973bd0cd49a7aa6d878f0aca78aff175e0bf0107f3be6186dc1340900d6ad.mp3,0,0,0,0,1,jamendo_artist_9aa386e102ad0048,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1085700,jamendo::artist::9aa386e102ad0048,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,c4e973bd0cd49a7aa6d878f0aca78aff175e0bf0107f3be6186dc1340900d6ad,mtg_jamendo_cc::track::jamendo_1085700,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1085700.low.mp3,c4e973bd0cd49a7aa6d878f0aca78aff175e0bf0107f3be6186dc1340900d6ad,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_9aa386e102ad0048,jamendo_1085700,jamendo_1085700,jamendo::artist::9aa386e102ad0048,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\a9302e2ab6fc1e4a086f1a555ea2664da953ed05574571cdba1beca61602ef88.mp3,0,0,0,0,1,jamendo_artist_a24297c696db4090,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1086300,jamendo::artist::a24297c696db4090,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,a9302e2ab6fc1e4a086f1a555ea2664da953ed05574571cdba1beca61602ef88,mtg_jamendo_cc::track::jamendo_1086300,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1086300.low.mp3,a9302e2ab6fc1e4a086f1a555ea2664da953ed05574571cdba1beca61602ef88,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_a24297c696db4090,jamendo_1086300,jamendo_1086300,jamendo::artist::a24297c696db4090,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\43da51e70309e4d5c0a4e29bf82cbeb4eca0d1f57bee088ad22ecbb0793121ea.mp3,0,0,0,0,1,jamendo_artist_69839d753d3f5fe7,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1086700,jamendo::artist::69839d753d3f5fe7,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,43da51e70309e4d5c0a4e29bf82cbeb4eca0d1f57bee088ad22ecbb0793121ea,mtg_jamendo_cc::track::jamendo_1086700,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1086700.low.mp3,43da51e70309e4d5c0a4e29bf82cbeb4eca0d1f57bee088ad22ecbb0793121ea,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_69839d753d3f5fe7,jamendo_1086700,jamendo_1086700,jamendo::artist::69839d753d3f5fe7,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\7628c4aafd15b9a76cb5ded397d1e1ea1b46cd7113ac46609154434d7dc1f3f7.mp3,0,0,0,0,1,jamendo_artist_31ead7adf1604f48,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1088000,jamendo::artist::31ead7adf1604f48,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,7628c4aafd15b9a76cb5ded397d1e1ea1b46cd7113ac46609154434d7dc1f3f7,mtg_jamendo_cc::track::jamendo_1088000,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1088000.low.mp3,7628c4aafd15b9a76cb5ded397d1e1ea1b46cd7113ac46609154434d7dc1f3f7,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_31ead7adf1604f48,jamendo_1088000,jamendo_1088000,jamendo::artist::31ead7adf1604f48,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\7a88ff85da9ba6bb4573989da82908058408b7c2d58bbeb20421244eb2f12ad5.mp3,0,0,0,0,1,jamendo_artist_1e592f0cc5e30975,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1088100,jamendo::artist::1e592f0cc5e30975,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,7a88ff85da9ba6bb4573989da82908058408b7c2d58bbeb20421244eb2f12ad5,mtg_jamendo_cc::track::jamendo_1088100,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1088100.low.mp3,7a88ff85da9ba6bb4573989da82908058408b7c2d58bbeb20421244eb2f12ad5,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_1e592f0cc5e30975,jamendo_1088100,jamendo_1088100,jamendo::artist::1e592f0cc5e30975,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\23682ea5d67944d26282b271a1144a21a904f30760c4bca150e3232722311fd0.mp3,0,0,0,0,1,jamendo_artist_203681919a7437d8,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1089300,jamendo::artist::203681919a7437d8,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,23682ea5d67944d26282b271a1144a21a904f30760c4bca150e3232722311fd0,mtg_jamendo_cc::track::jamendo_1089300,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1089300.low.mp3,23682ea5d67944d26282b271a1144a21a904f30760c4bca150e3232722311fd0,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_203681919a7437d8,jamendo_1089300,jamendo_1089300,jamendo::artist::203681919a7437d8,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\a3c0a6c7cd6f8c27bb900f7c933d1b7c6ff747f766d0df753845fad2f46a500e.mp3,0,0,0,0,1,jamendo_artist_69f6895099870541,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1090200,jamendo::artist::69f6895099870541,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,a3c0a6c7cd6f8c27bb900f7c933d1b7c6ff747f766d0df753845fad2f46a500e,mtg_jamendo_cc::track::jamendo_1090200,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1090200.low.mp3,a3c0a6c7cd6f8c27bb900f7c933d1b7c6ff747f766d0df753845fad2f46a500e,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_69f6895099870541,jamendo_1090200,jamendo_1090200,jamendo::artist::69f6895099870541,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\9240639e6e0ac5412c61c0e16c73f98cf0bc57410edbfeb566c447d5aa3b57fc.mp3,0,0,0,0,1,jamendo_artist_996f9790b5d75494,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1090700,jamendo::artist::996f9790b5d75494,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,9240639e6e0ac5412c61c0e16c73f98cf0bc57410edbfeb566c447d5aa3b57fc,mtg_jamendo_cc::track::jamendo_1090700,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1090700.low.mp3,9240639e6e0ac5412c61c0e16c73f98cf0bc57410edbfeb566c447d5aa3b57fc,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_996f9790b5d75494,jamendo_1090700,jamendo_1090700,jamendo::artist::996f9790b5d75494,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\24f98f44cf0b0ab4a973b6da7fd0eb8f2837ce31987866fbb39379992962e62c.mp3,0,0,0,0,1,jamendo_artist_0db301007444ac0a,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1093500,jamendo::artist::0db301007444ac0a,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,24f98f44cf0b0ab4a973b6da7fd0eb8f2837ce31987866fbb39379992962e62c,mtg_jamendo_cc::track::jamendo_1093500,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1093500.low.mp3,24f98f44cf0b0ab4a973b6da7fd0eb8f2837ce31987866fbb39379992962e62c,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_0db301007444ac0a,jamendo_1093500,jamendo_1093500,jamendo::artist::0db301007444ac0a,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\50ca9c71fbba14600bb03d74fa20647c4317a15ccbb1f86815122de3eda39b45.mp3,0,0,0,0,1,jamendo_artist_af5f0c1d0aab5113,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1095600,jamendo::artist::af5f0c1d0aab5113,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,50ca9c71fbba14600bb03d74fa20647c4317a15ccbb1f86815122de3eda39b45,mtg_jamendo_cc::track::jamendo_1095600,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1095600.low.mp3,50ca9c71fbba14600bb03d74fa20647c4317a15ccbb1f86815122de3eda39b45,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_af5f0c1d0aab5113,jamendo_1095600,jamendo_1095600,jamendo::artist::af5f0c1d0aab5113,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\dc7e7cfb97262809f51eb9a6bdc1d5c9b569548512a87bc86c7c5fa16699cb17.mp3,0,0,0,0,1,jamendo_artist_6521563b096125a2,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1096800,jamendo::artist::6521563b096125a2,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,dc7e7cfb97262809f51eb9a6bdc1d5c9b569548512a87bc86c7c5fa16699cb17,mtg_jamendo_cc::track::jamendo_1096800,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1096800.low.mp3,dc7e7cfb97262809f51eb9a6bdc1d5c9b569548512a87bc86c7c5fa16699cb17,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_6521563b096125a2,jamendo_1096800,jamendo_1096800,jamendo::artist::6521563b096125a2,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\bf880d52bf9afa293c2de8581b267d069a0fa6d08be2d0d6625ab0783145957b.mp3,0,0,0,0,1,jamendo_artist_9aa386e102ad0048,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1098500,jamendo::artist::9aa386e102ad0048,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,bf880d52bf9afa293c2de8581b267d069a0fa6d08be2d0d6625ab0783145957b,mtg_jamendo_cc::track::jamendo_1098500,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1098500.low.mp3,bf880d52bf9afa293c2de8581b267d069a0fa6d08be2d0d6625ab0783145957b,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_9aa386e102ad0048,jamendo_1098500,jamendo_1098500,jamendo::artist::9aa386e102ad0048,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\b499347fcac2abcd45c07a0857e10f1a6057e8aab964a6e80ee8f37689107d1f.mp3,0,0,0,0,1,jamendo_artist_b6c1d862f9f75ec3,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1100,jamendo::artist::b6c1d862f9f75ec3,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/2.0/fr/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,b499347fcac2abcd45c07a0857e10f1a6057e8aab964a6e80ee8f37689107d1f,mtg_jamendo_cc::track::jamendo_1100,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1100.low.mp3,b499347fcac2abcd45c07a0857e10f1a6057e8aab964a6e80ee8f37689107d1f,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_b6c1d862f9f75ec3,jamendo_1100,jamendo_1100,jamendo::artist::b6c1d862f9f75ec3,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\9d4f17f2acc0981f1e5a9aded0f70c24e20b7b42fc34fa91e229794c9bf3f027.mp3,0,0,0,0,1,jamendo_artist_a89f318b06f860b1,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1100200,jamendo::artist::a89f318b06f860b1,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,9d4f17f2acc0981f1e5a9aded0f70c24e20b7b42fc34fa91e229794c9bf3f027,mtg_jamendo_cc::track::jamendo_1100200,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1100200.low.mp3,9d4f17f2acc0981f1e5a9aded0f70c24e20b7b42fc34fa91e229794c9bf3f027,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_a89f318b06f860b1,jamendo_1100200,jamendo_1100200,jamendo::artist::a89f318b06f860b1,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\334c176dd5e1866f369400574cd8bb1983fc8d84b1b376aa25af35c15318fb0e.mp3,0,0,0,0,1,jamendo_artist_a93a02d05b522023,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1101300,jamendo::artist::a93a02d05b522023,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,334c176dd5e1866f369400574cd8bb1983fc8d84b1b376aa25af35c15318fb0e,mtg_jamendo_cc::track::jamendo_1101300,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1101300.low.mp3,334c176dd5e1866f369400574cd8bb1983fc8d84b1b376aa25af35c15318fb0e,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_a93a02d05b522023,jamendo_1101300,jamendo_1101300,jamendo::artist::a93a02d05b522023,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\b94b1f5a5392c283e77065bdb596e7306d9a7187bb94ab2fc557335f5200240a.mp3,0,0,0,0,1,jamendo_artist_79c4292348ce10cc,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1102300,jamendo::artist::79c4292348ce10cc,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,b94b1f5a5392c283e77065bdb596e7306d9a7187bb94ab2fc557335f5200240a,mtg_jamendo_cc::track::jamendo_1102300,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1102300.low.mp3,b94b1f5a5392c283e77065bdb596e7306d9a7187bb94ab2fc557335f5200240a,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_79c4292348ce10cc,jamendo_1102300,jamendo_1102300,jamendo::artist::79c4292348ce10cc,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\485ff3f21d1977dc92e5443827b85ea8fb6c451fe1db7714109b3efb9de0245f.mp3,0,0,0,0,1,jamendo_artist_58c0983fd188d8df,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1103000,jamendo::artist::58c0983fd188d8df,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/2.0/fr/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,485ff3f21d1977dc92e5443827b85ea8fb6c451fe1db7714109b3efb9de0245f,mtg_jamendo_cc::track::jamendo_1103000,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1103000.low.mp3,485ff3f21d1977dc92e5443827b85ea8fb6c451fe1db7714109b3efb9de0245f,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_58c0983fd188d8df,jamendo_1103000,jamendo_1103000,jamendo::artist::58c0983fd188d8df,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\469555648bd9fc9237e9f0e4ea43629ab05255e5a05fee86ea010d3a7f8888d7.mp3,0,0,0,0,1,jamendo_artist_5aa3cd8f962f3455,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1105300,jamendo::artist::5aa3cd8f962f3455,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,469555648bd9fc9237e9f0e4ea43629ab05255e5a05fee86ea010d3a7f8888d7,mtg_jamendo_cc::track::jamendo_1105300,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1105300.low.mp3,469555648bd9fc9237e9f0e4ea43629ab05255e5a05fee86ea010d3a7f8888d7,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_5aa3cd8f962f3455,jamendo_1105300,jamendo_1105300,jamendo::artist::5aa3cd8f962f3455,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\b2d6b04ac66428675e0561300c05234ac40b0fc78b68b20b4dd039f5fa845a26.mp3,0,0,0,0,1,jamendo_artist_99ea13593d174bce,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1109900,jamendo::artist::99ea13593d174bce,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,b2d6b04ac66428675e0561300c05234ac40b0fc78b68b20b4dd039f5fa845a26,mtg_jamendo_cc::track::jamendo_1109900,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1109900.low.mp3,b2d6b04ac66428675e0561300c05234ac40b0fc78b68b20b4dd039f5fa845a26,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_99ea13593d174bce,jamendo_1109900,jamendo_1109900,jamendo::artist::99ea13593d174bce,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\e3a005ef0882aaa3cc40458f4016eec8560d1466b7579c80879d3f7633e88b0e.mp3,0,0,0,0,1,jamendo_artist_074c08e8601dffad,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_11100,jamendo::artist::074c08e8601dffad,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/2.5/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,e3a005ef0882aaa3cc40458f4016eec8560d1466b7579c80879d3f7633e88b0e,mtg_jamendo_cc::track::jamendo_11100,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\11100.low.mp3,e3a005ef0882aaa3cc40458f4016eec8560d1466b7579c80879d3f7633e88b0e,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_074c08e8601dffad,jamendo_11100,jamendo_11100,jamendo::artist::074c08e8601dffad,none,-1
C:\Users\lLrich\ai_voice_data_v13\raw\mtg_jamendo_cc\2269dfe65e41c2878d51de32932a7dfe084ff41e3898e0364e58f857c168f416.mp3,0,0,0,0,1,jamendo_artist_99ea13593d174bce,mtg_jamendo_cc::real,mtg_jamendo_cc,mtg_jamendo_cc,not_huggingface_official_archive,jamendo_1110000,jamendo::artist::99ea13593d174bce,https://github.com/MTG/mtg-jamendo-dataset,raw_30s audio-low shard 00,http://creativecommons.org/licenses/by-nc-sa/3.0/,YES,PER_TRACK_LICENSE_WITH_ATTRIBUTION,FOLLOW_RECORDED_CC_LICENSE,mtg_jamendo_cc,2269dfe65e41c2878d51de32932a7dfe084ff41e3898e0364e58f857c168f416,mtg_jamendo_cc::track::jamendo_1110000,train,,,,,REAL,,,,,,,,,,,,,cal_v13,data\raw\public_v9\real_music\jamendo\1110000.low.mp3,2269dfe65e41c2878d51de32932a7dfe084ff41e3898e0364e58f857c168f416,APPROVED,raw_30s audio-low shard 00,unknown,jamendo_artist_99ea13593d174bce,jamendo_1110000,jamendo_1110000,jamendo::artist::99ea13593d174bce,none,-1
