path,source,generator,calibration_fold,voice_present,music_present,vp_panns_16k,mp_panns_16k,vp_panns_legacy,mp_panns_legacy,vp_model,mp_model
data/raw/gtzan_unique_v2/hiphop.00053.wav,gtzan_real_v2,GTZAN_genre_4,cal_a,0,1,0.05340331792831421,0.8716446757316589,0.5014033317565918,0.5024167895317078,0.8890113830566406,0.992976188659668
data/raw/gtzan_unique_v2/reggae.00003.wav,gtzan_real_v2,GTZAN_genre_8,cal_a,0,1,0.021635450422763824,0.885204017162323,0.5012982487678528,0.5022109150886536,0.8287530541419983,0.9999697804450988
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ045-0153.wav|data/raw/gtzan_unique_v2/reggae.00060.wav,split_internal_mix,mix::WF6::GTZAN_genre_8,cal_b,1,1,0.026677444577217102,0.8629780411720276,0.5011224150657654,0.5018523335456848,0.7739661335945129,0.9999865889549256
data/raw/gtzan_unique_v2/rock.00011.wav,gtzan_real_v2,GTZAN_genre_9,cal_b,0,1,0.06633426994085312,0.8731886744499207,0.5011006593704224,0.5017073750495911,0.7907924652099609,0.9999983310699464
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0089.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.22917230427265167,0.0495738759636879,0.5019074082374573,0.5030549168586731,0.7723957300186157,0.9894773960113524
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0167.wav|data/raw/gtzan_unique_v2/disco.00098.wav,split_internal_mix,mix::WF5::GTZAN_genre_3,cal_c,1,1,0.29189011454582214,0.5787115693092346,0.5015368461608887,0.5025267004966736,0.9095621705055236,0.6929711699485779
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.27091360092163086,0.06819947063922882,0.5027917623519897,0.504435658454895,0.8139766454696655,0.9961451292037964
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0021.flac|data/raw/gtzan_unique_v2/disco.00067.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,cal_b,1,1,0.02097918651998043,0.8365192413330078,0.5014156699180603,0.5025377869606018,0.7471420168876648,0.9999964833259584
data\raw\fake_music_generated\fake_music_AudioLDM2_0007.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.01117376796901226,0.007693801540881395,0.5013576149940491,0.502301037311554,0.6513715386390686,0.9994593262672424
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017.wav|data/raw/gtzan_unique_v2/reggae.00017.wav,split_internal_mix,mix::WF1::GTZAN_genre_8,cal_a,1,1,0.27595585584640503,0.5846773982048035,0.503089964389801,0.5054062008857727,0.8999244570732117,0.6967179179191589
data/raw/gtzan_unique_v2/reggae.00069.wav,gtzan_real_v2,GTZAN_genre_8,cal_a,0,1,0.021986888721585274,0.8290281295776367,0.501196026802063,0.5021460652351379,0.795762836933136,0.999947726726532
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0364.wav|data/raw/gtzan_unique_v2/reggae.00026.wav,split_internal_mix,mix::WF3::GTZAN_genre_8,cal_c,1,1,0.040524791926145554,0.8781124949455261,0.5022920370101929,0.5038143992424011,0.8533313870429993,0.9999385476112366
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0113_WF5_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_a,1,1,0.49646228551864624,0.4505835175514221,0.5026460886001587,0.5052536129951477,0.9474141001701356,0.7351586222648621
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0107.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.8097857236862183,0.02848268672823906,0.5024421215057373,0.5049460530281067,0.9393882751464844,0.1017320156097412
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8130994.flac,asvspoof2019,A01,cal_b,1,0,0.7943861484527588,0.031303517520427704,0.5039283037185669,0.5069797039031982,0.9588590264320374,0.0356002636253833
data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.016243144869804382,0.02847130037844181,0.501255989074707,0.5019717216491699,0.6740343570709229,0.9999775886535645
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9457505.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0227.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.018389791250228882,0.020459484308958054,0.5022257566452026,0.5029894113540649,0.6931352019309998,0.9997963905334472
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170142-0024.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8488395810127258,0.03044607862830162,0.504246711730957,0.5073550343513489,0.9507743716239928,0.0467539578676223
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0411.wav,wavefake_ajay,WF3,cal_b,1,0,0.8044955730438232,0.04040178656578064,0.5024579167366028,0.5047558546066284,0.956421971321106,0.1010093167424202
data/raw/gtzan_unique_v2/pop.00070.wav,gtzan_real_v2,GTZAN_genre_7,cal_b,0,1,0.03204268217086792,0.825328528881073,0.5014950633049011,0.5030028820037842,0.8251304030418396,0.9994807839393616
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ030-0001.wav|data/raw/gtzan_unique_v2/reggae.00026.wav,split_internal_mix,mix::WF3::GTZAN_genre_8,cal_c,1,1,0.5006567239761353,0.7696563601493835,0.501963198184967,0.503320574760437,0.8854474425315857,0.9447765350341796
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0242.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0157.wav,split_internal_mix,mix::WF2::AudioLDM2,cal_c,1,1,0.2642744183540344,0.022146236151456833,0.5022008419036865,0.5030003190040588,0.7282243371009827,0.999556601047516
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0269.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0297.wav,split_internal_mix,mix::WF3::AudioLDM2,cal_b,1,1,0.7606922388076782,0.05487310513854027,0.5031651258468628,0.5057956576347351,0.9601277112960817,0.2474672496318817
data\raw\fake_music_generated\fake_music_AudioLDM2_0263.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.013090236112475395,0.026708681136369705,0.5015637874603271,0.5021642446517944,0.6649949550628662,0.9999443292617798
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data/raw/gtzan_unique_v2/disco.00095.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,cal_b,1,1,0.326707124710083,0.8669455647468567,0.5031735301017761,0.5051944851875305,0.8937312960624695,0.9832237362861632
data\raw\fake_music_generated\fake_music_AudioLDM2_0005.wav,fake_music_generated,AudioLDM2,cal_c,0,1,0.011617159470915794,0.04261225089430809,0.5013272166252136,0.5019481182098389,0.6619619727134705,0.999885320663452
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0050.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.33357298374176025,0.055821001529693604,0.5026113986968994,0.5045487880706787,0.8872557878494263,0.9192222356796264
data/raw/gtzan_unique_v2/pop.00020.wav,gtzan_real_v2,GTZAN_genre_7,cal_c,0,1,0.02246118150651455,0.7778798937797546,0.5017991662025452,0.5033605098724365,0.6463913321495056,0.9999821782112122
data/raw/gtzan_unique_v2/metal.00009.wav,gtzan_real_v2,GTZAN_genre_6,cal_c,0,1,0.029978161677718163,0.8962728977203369,0.5015665888786316,0.5028660893440247,0.6390228867530823,0.9999966025352478
data/raw/gtzan_unique_v2/blues.00087.wav,gtzan_real_v2,GTZAN_genre_0,cal_c,0,1,0.0335492305457592,0.8697495460510254,0.5011951327323914,0.5020198225975037,0.7729793190956116,0.9999935626983644
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1056690.flac,asvspoof2019,A02,cal_b,1,0,0.5930051207542419,0.05196509510278702,0.5020474195480347,0.5034154653549194,0.9373198747634888,0.0557073317468166
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_a,1,1,0.8171712160110474,0.025877442210912704,0.5035046935081482,0.5061603784561157,0.9728108644485474,0.1501616835594177
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0014.flac|data/raw/gtzan_unique_v2/jazz.00078.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_5,cal_b,1,1,0.15776100754737854,0.6624729633331299,0.5012805461883545,0.5024323463439941,0.7574329376220703,0.9997729659080504
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5636788.flac,asvspoof2019,A01,cal_b,1,0,0.8257578611373901,0.02766047604382038,0.5032939910888672,0.5059295296669006,0.970630705356598,0.0517761521041393
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/pop.00017.wav,split_internal_mix,mix::R::GTZAN_genre_7,cal_a,1,1,0.043801795691251755,0.824805736541748,0.5011584162712097,0.5021098256111145,0.7925839424133301,0.999987542629242
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0257.wav|data/raw/gtzan_unique_v2/disco.00093.wav,split_internal_mix,mix::R::GTZAN_genre_3,cal_c,1,1,0.023373454809188843,0.8608739972114563,0.5010477900505066,0.5018227696418762,0.8391191363334656,0.9999130368232728
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0017_WF4_1.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0223.wav,split_internal_mix,mix::WF4::AudioLDM2,cal_a,1,1,0.1736321598291397,0.03672682121396065,0.5024235844612122,0.503515362739563,0.8181989192962646,0.997673273086548
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ028-0364.wav|data/raw/gtzan_unique_v2/reggae.00026.wav,split_internal_mix,mix::WF3::GTZAN_genre_8,cal_c,1,1,0.01954788714647293,0.8813838362693787,0.5013396739959717,0.502295196056366,0.7790701389312744,0.9999639391899108
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0147.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.5839692950248718,0.08556432276964188,0.5021234154701233,0.5039975643157959,0.8930380940437317,0.6348451972007751
data/raw/gtzan_unique_v2/classical.00020.wav,gtzan_real_v2,GTZAN_genre_1,cal_b,0,1,0.022124378010630608,0.7384384274482727,0.5012710094451904,0.5026673674583435,0.7772364020347595,1.0
data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0005.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8115969300270081,0.02756793610751629,0.5026669502258301,0.5044411420822144,0.9549494981765748,0.1025411263108253
data/raw/gtzan_unique_v2/metal.00080.wav,gtzan_real_v2,GTZAN_genre_6,cal_c,0,1,0.03843075782060623,0.857734203338623,0.501058042049408,0.5020621418952942,0.7867458462715149,0.9997704029083252
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0025.flac|data/raw/gtzan_unique_v2/country.00036.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,cal_b,1,1,0.3544999659061432,0.5583012700080872,0.503350019454956,0.5058050155639648,0.9049577713012696,0.7424597144126892
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac|data/raw/gtzan_unique_v2/disco.00095.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,cal_b,1,1,0.28289899230003357,0.6068307757377625,0.5030750036239624,0.5051605701446533,0.8923582434654236,0.7035514712333679
data/raw/gtzan_unique_v2/disco.00016.wav,gtzan_real_v2,GTZAN_genre_3,cal_c,0,1,0.026401422917842865,0.8124111294746399,0.501402735710144,0.5025812983512878,0.714687168598175,0.9999960064888
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0208.wav,wavefake_ajay,WF1,cal_b,1,0,0.7617419958114624,0.027927331626415253,0.5025950074195862,0.5047725439071655,0.9588008522987366,0.1266618818044662
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-302201-0009.flac|data\raw\fake_music_generated\fake_music_MusicGen_0154.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_c,1,1,0.01362019032239914,0.013503873720765114,0.5022518038749695,0.5030579566955566,0.7107747197151184,0.999897599220276
data\raw\fake_music_generated\fake_music_AudioLDM2_0033.wav,fake_music_generated,AudioLDM2,cal_b,0,1,0.007382132112979889,0.007127952761948109,0.5015467405319214,0.5025057792663574,0.6304091215133667,0.9996337890625
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/country.00034.wav,split_internal_mix,mix::R::GTZAN_genre_2,cal_a,1,1,0.5472182035446167,0.8156531453132629,0.5028337836265564,0.5052833557128906,0.9054091572761536,0.9416839480400084
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac|data/raw/gtzan_unique_v2/blues.00071.wav,split_internal_mix,mix::A01::GTZAN_genre_0,cal_b,1,1,0.022323692217469215,0.807142972946167,0.5013588070869446,0.5025491118431091,0.6715442538261414,1.0
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data/raw/gtzan_unique_v2/reggae.00012.wav,split_internal_mix,mix::WF7::GTZAN_genre_8,cal_a,1,1,0.022131478413939476,0.8813663125038147,0.5011051297187805,0.5018662214279175,0.8351161479949951,0.9982123374938964
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9110555.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0025.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.33366113901138306,0.06117591634392738,0.5025538206100464,0.5043903589248657,0.9044818878173828,0.9959120750427246
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_5554253.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0007.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.5927655100822449,0.04380926862359047,0.503285825252533,0.5061451196670532,0.9451861381530762,0.2442965805530548
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0029.flac|data/raw/gtzan_unique_v2/metal.00086.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_6,cal_b,1,1,0.019778022542595863,0.7851879596710205,0.501301109790802,0.5025284290313721,0.7607695460319519,0.999845325946808
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_8700513.flac,asvspoof2019,bonafide,cal_b,1,0,0.7220974564552307,0.017496731132268906,0.5020463466644287,0.5040654540061951,0.9365030527114868,0.0897662490606308
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0023.flac|data\raw\fake_music_generated\fake_music_MusicGen_0104.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_b,1,1,0.5830772519111633,0.05154600739479065,0.5024928450584412,0.5042955875396729,0.8974984884262085,0.8873730897903442
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0167.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0067.wav,split_internal_mix,mix::WF5::AudioLDM2,cal_c,1,1,0.49708229303359985,0.04258140176534653,0.5027421712875366,0.504472017288208,0.9037121534347534,0.5500437617301941
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0012.flac|data/raw/gtzan_unique_v2/reggae.00030.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_8,cal_c,1,1,0.024267038330435753,0.8166049122810364,0.5026760697364807,0.5049583911895752,0.9117291569709778,0.9512354731559752
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0044_WF3_1.wav|data/raw/gtzan_unique_v2/reggae.00026.wav,split_internal_mix,mix::WF3::GTZAN_genre_8,cal_c,1,1,0.2971644997596741,0.5705225467681885,0.5032019019126892,0.5056676864624023,0.9196524024009703,0.7091002464294434
data/raw/gtzan_unique_v2/metal.00014.wav,gtzan_real_v2,GTZAN_genre_6,cal_c,0,1,0.026872172951698303,0.9040136337280273,0.5008572936058044,0.5019524097442627,0.8327295780181885,0.9999103546142578
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/reggae.00017.wav,split_internal_mix,mix::R::GTZAN_genre_8,cal_a,1,1,0.23912222683429718,0.8149178624153137,0.501370370388031,0.5025710463523865,0.8370367884635925,0.9243693351745604
data/raw/gtzan_unique_v2/rock.00084.wav,gtzan_real_v2,GTZAN_genre_9,cal_c,0,1,0.023509303107857704,0.8231198191642761,0.5009937882423401,0.5019696354866028,0.7989490628242493,0.9999993443489076
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0095.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.7235032916069031,0.6728453636169434,0.5026429295539856,0.5053242444992065,0.9476884007453918,0.7678209543228149
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0365.wav|data/raw/gtzan_unique_v2/hiphop.00055.wav,split_internal_mix,mix::WF5::GTZAN_genre_4,cal_b,1,1,0.3111381530761719,0.5980079770088196,0.5026772618293762,0.5046715140342712,0.8814223408699036,0.7047171592712402
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav|data/raw/gtzan_unique_v2/rock.00079.wav,split_internal_mix,mix::WF7::GTZAN_genre_9,cal_c,1,1,0.26804763078689575,0.7863497138023376,0.5017465949058533,0.5031396746635437,0.8955284953117371,0.7427753806114197
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0235.wav,split_internal_mix,mix::R::AudioLDM2,cal_a,1,1,0.22368401288986206,0.013416910544037819,0.5031036138534546,0.5044219493865967,0.8319501876831055,0.9938244819641112
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0037.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_c,1,1,0.16806793212890625,0.015163585543632507,0.5029152035713196,0.5044524669647217,0.826835036277771,0.975456714630127
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data\raw\fake_music_generated\fake_music_MusicGen_0270.wav,split_internal_mix,mix::R::MusicGen,cal_a,1,1,0.15091891586780548,0.025011837482452393,0.5016790628433228,0.5023467540740967,0.7401750087738037,0.9994055032730104
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0025.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.833484411239624,0.029200872406363487,0.5027973055839539,0.5048825740814209,0.9273727536201476,0.107173278927803
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6208966.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0241.wav,split_internal_mix,mix::A01::AudioLDM2,cal_b,1,1,0.05063684657216072,0.08189620822668076,0.501154899597168,0.501861572265625,0.6740455031394958,0.9999520778656006
data\raw\fake_music_generated\fake_music_AudioLDM2_0103.wav,fake_music_generated,AudioLDM2,cal_a,0,1,0.018394991755485535,0.016994085162878036,0.5015929937362671,0.5024450421333313,0.6676971912384033,0.9999778270721436
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_6556926.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0007.wav,split_internal_mix,mix::A01::AudioLDM2,cal_b,1,1,0.014401416294276714,0.009777429513633251,0.5020021796226501,0.5027647018432617,0.6790199279785156,0.999563992023468
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ017-0043.wav,wavefake_ajay,WF5,cal_a,1,0,0.8366503119468689,0.023277007043361664,0.5030520558357239,0.5053977370262146,0.9673519134521484,0.1107013821601867
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_8842-304647-0013.flac|data\raw\fake_music_generated\fake_music_MusicGen_0082.wav,split_internal_mix,mix::LibriSpeech::MusicGen,cal_c,1,1,0.4170350432395935,0.029544953256845474,0.5025514364242554,0.5040284395217896,0.8346693515777588,0.5463885068893433
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ008-0257.wav|data/raw/gtzan_unique_v2/blues.00080.wav,split_internal_mix,mix::R::GTZAN_genre_0,cal_c,1,1,0.5242847800254822,0.8301764130592346,0.5019658207893372,0.5036823153495789,0.8786249160766602,0.993638515472412
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0001.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.813681960105896,0.027840498834848404,0.5030235052108765,0.50556480884552,0.9460666179656982,0.0994209349155426
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0136.wav,wavefake_ajay,WF1,cal_b,1,0,0.8604095578193665,0.01832365058362484,0.5030795335769653,0.5055285692214966,0.966486632823944,0.0835427194833755
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0029.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8609944581985474,0.011226549744606018,0.502268373966217,0.5042409896850586,0.9091380834579468,0.1331807523965835
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9745018.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0159.wav,split_internal_mix,mix::bonafide::AudioLDM2,cal_b,1,1,0.015982134267687798,0.026017606258392334,0.5024473667144775,0.5033096075057983,0.7594980597496033,0.9999167919158936
data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0010.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8089808225631714,0.016118943691253662,0.5036929845809937,0.50680011510849,0.9573314189910888,0.0733460187911987
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0167.wav,wavefake_ajay,WF5,cal_c,1,0,0.8085217475891113,0.03487122431397438,0.5025225877761841,0.5043944716453552,0.969631552696228,0.0912579074501991
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0242.wav|data/raw/gtzan_unique_v2/metal.00014.wav,split_internal_mix,mix::WF2::GTZAN_genre_6,cal_c,1,1,0.30993977189064026,0.6036664843559265,0.5024285316467285,0.5035700798034668,0.8852174878120422,0.7018005847930908
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0242.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0295.wav,split_internal_mix,mix::WF2::AudioLDM2,cal_c,1,1,0.8297853469848633,0.030555354431271553,0.5022879242897034,0.5041627883911133,0.962226152420044,0.0922330543398857
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0039.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7974796891212463,0.024179328233003616,0.5025889277458191,0.5050696730613708,0.9476338028907776,0.0953414887189865
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4943-0018.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.8000822067260742,0.05894770100712776,0.5028844475746155,0.5049002766609192,0.9302936792373656,0.1243608817458152
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83699-0013.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.8894446492195129,0.01473788172006607,0.5031628012657166,0.5057275295257568,0.9698382019996644,0.0799723267555236
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ015-0100.wav|data/raw/gtzan_unique_v2/classical.00088.wav,split_internal_mix,mix::R::GTZAN_genre_1,cal_a,1,1,0.27126094698905945,0.6523067355155945,0.501216471195221,0.5031188726425171,0.8628140091896057,0.985484778881073
data\raw\openslr_librispeech_asr\librispeech_dev_3752-4944-0038.flac,librispeech_dev,LibriSpeech,cal_b,1,0,0.7305351495742798,0.030780896544456482,0.5034355521202087,0.5064603090286255,0.9584919810295104,0.0568059310317039
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0063.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0275.wav,split_internal_mix,mix::WF1::AudioLDM2,cal_c,1,1,0.7977179884910583,0.040968604385852814,0.503095269203186,0.5052981972694397,0.9750862121582032,0.1329428106546402
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ050-0248.wav|data\raw\fake_music_generated\fake_music_AudioLDM2_0011.wav,split_internal_mix,mix::WF4::AudioLDM2,cal_a,1,1,0.3515612781047821,0.2463446855545044,0.5026429891586304,0.5048028230667114,0.939214050769806,0.978005349636078
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0015.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0051.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.013151897117495537,0.026663288474082947,0.5014849305152893,0.5024604201316833,0.7175669074058533,0.9999358057975768
data\raw\openslr_librispeech_asr\librispeech_dev_2428-83705-0035.flac,librispeech_dev,LibriSpeech,cal_c,1,0,0.7990038990974426,0.028863657265901566,0.5024150609970093,0.504725992679596,0.959725022315979,0.104805439710617
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0014.flac|data/raw/gtzan_unique_v2/country.00039.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_2,cal_b,1,1,0.26227006316185,0.5840559601783752,0.5020366311073303,0.5035189390182495,0.9092548489570618,0.7354790568351746
data/raw/gtzan_unique_v2/rock.00072.wav,gtzan_real_v2,GTZAN_genre_9,cal_c,0,1,0.02635871432721615,0.8424645066261292,0.501194179058075,0.5022565722465515,0.7182548642158508,0.9999988675117492
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0269.wav|data/raw/gtzan_unique_v2/rock.00057.wav,split_internal_mix,mix::WF7::GTZAN_genre_9,cal_c,1,1,0.036863092333078384,0.8415969014167786,0.5011339783668518,0.5020896792411804,0.7800641059875488,0.9999926686286926
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ044-0100_WF7_1.wav|data/raw/gtzan_unique_v2/reggae.00040.wav,split_internal_mix,mix::WF7::GTZAN_genre_8,cal_a,1,1,0.23165839910507202,0.6429591178894043,0.5012696385383606,0.5022701621055603,0.8644978404045105,0.9920459389686584
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170145-0014.flac|data/raw/gtzan_unique_v2/disco.00095.wav,split_internal_mix,mix::LibriSpeech::GTZAN_genre_3,cal_b,1,1,0.2898246943950653,0.8380529284477234,0.5023166537284851,0.5038425922393799,0.8813454508781433,0.9692789912223816
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1462-170138-0017.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0087.wav,split_internal_mix,mix::LibriSpeech::AudioLDM2,cal_b,1,1,0.8035823106765747,0.021653316915035248,0.502078652381897,0.5042414665222168,0.9157168865203856,0.1030668914318084
