path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,calibration_fold,augment
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0020.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_24.wav,0,0,0,1,1,mix::6319::gtzan_4_0b42,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0020::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042::00::11,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,voice_then_music,5.0,0.75,1.0,0.5,3.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34629-0001.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae_GTZAN_genre_8_4.wav,0,0,0,1,1,mix::5895::gtzan_8_ee25,mix::LibriSpeech::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34629-0001::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009::00::12,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009,music_then_voice,10.0,0.1,0.0,0.05,-6.0,-3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0005.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical_GTZAN_genre_1_13.wav,0,0,0,1,1,mix::6319::gtzan_1_c40c,mix::LibriSpeech::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0005::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018::00::13,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,partial_overlap,15.0,0.25,0.1,0.1,-3.0,0.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1607779.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical_GTZAN_genre_1_13.wav,0,0,0,1,1,mix::LA_0093::gtzan_1_c40c,mix::bonafide::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1607779::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018::00::14,mix::asvspoof::LA_0093::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,asvspoof::LA_0093,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,crossfade,-15.0,0.5,0.5,0.25,0.0,3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0020.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco_GTZAN_genre_3_19.wav,0,0,0,1,1,mix::6319::gtzan_3_ff60,mix::LibriSpeech::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0020::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099::00::15,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099,simultaneous,-10.0,0.75,1.0,0.5,3.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34615-0000.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_24.wav,0,0,0,1,1,mix::5895::gtzan_4_0b42,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34615-0000::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042::00::16,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,voice_then_music,-5.0,0.1,0.0,0.05,-6.0,-3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0021.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country_GTZAN_genre_2_13.wav,0,0,0,1,1,mix::5895::gtzan_2_4e37,mix::LibriSpeech::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0021::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00068::00::17,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00068,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_country_country.00068,music_then_voice,0.0,0.25,0.1,0.1,-3.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0003.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_35.wav,0,0,0,1,1,mix::5895::gtzan_4_3def,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0003::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044::00::18,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044,partial_overlap,5.0,0.5,0.5,0.25,0.0,3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0021.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical_GTZAN_genre_1_13.wav,0,0,0,1,1,mix::5895::gtzan_1_c40c,mix::LibriSpeech::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0021::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018::00::19,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,crossfade,10.0,0.75,1.0,0.5,3.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0005.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical_GTZAN_genre_1_13.wav,0,0,0,1,1,mix::6319::gtzan_1_c40c,mix::LibriSpeech::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0005::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018::00::20,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_classical_classical.00018,simultaneous,15.0,0.1,0.0,0.05,-6.0,-3.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1607779.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop_GTZAN_genre_7_39.wav,0,0,0,1,1,mix::LA_0093::gtzan_7_d2dd,mix::bonafide::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1607779::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00046::00::21,mix::asvspoof::LA_0093::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00046,asvspoof::LA_0093,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00046,voice_then_music,-15.0,0.25,0.1,0.1,-3.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34615-0005.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae_GTZAN_genre_8_4.wav,0,0,0,1,1,mix::5895::gtzan_8_ee25,mix::LibriSpeech::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34615-0005::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009::00::22,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_reggae_reggae.00009,music_then_voice,-10.0,0.5,0.5,0.25,0.0,3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-57405-0003.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_24.wav,0,0,0,1,1,mix::6319::gtzan_4_0b42,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-57405-0003::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042::00::23,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,partial_overlap,-5.0,0.75,1.0,0.5,3.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0009.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco_GTZAN_genre_3_19.wav,0,0,0,1,1,mix::6319::gtzan_3_ff60,mix::LibriSpeech::GTZAN_genre_3,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0009::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099::00::24,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_disco_disco.00099,crossfade,0.0,0.1,0.0,0.05,-6.0,-3.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955947.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_1.wav,0,0,0,1,1,mix::LA_0093::gtzan_4_6a20,mix::bonafide::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1955947::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00075::00::25,mix::asvspoof::LA_0093::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00075,asvspoof::LA_0093,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00075,simultaneous,5.0,0.25,0.1,0.1,-3.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34615-0000.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_42.wav,0,0,0,1,1,mix::5895::gtzan_4_aab1,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34615-0000::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00023::00::26,mix::libri::5895::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00023,libri::5895,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00023,voice_then_music,10.0,0.5,0.5,0.25,0.0,3.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955947.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop_GTZAN_genre_7_20.wav,0,0,0,1,1,mix::LA_0093::gtzan_7_0b70,mix::bonafide::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1955947::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00048::00::27,mix::asvspoof::LA_0093::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00048,asvspoof::LA_0093,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_pop_pop.00048,music_then_voice,15.0,0.75,1.0,0.5,3.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0020.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_24.wav,0,0,0,1,1,mix::6319::gtzan_4_0b42,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0020::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042::00::28,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00042,partial_overlap,-15.0,0.1,0.0,0.05,-6.0,-3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-275224-0009.flac|data\raw\sanchit-gandhi_gtzan\gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop_GTZAN_genre_4_35.wav,0,0,0,1,1,mix::6319::gtzan_4_3def,mix::LibriSpeech::GTZAN_genre_4,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-275224-0009::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044::00::29,mix::libri::6319::gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044,libri::6319,gtzan::gtzan_real__home_sanchit_.cache_datasets_downloads_extracted_f729783d70a4541cc4c9d5649655490a9c660280bdbecddfe38a8a806c73f60e_genres_hiphop_hiphop.00044,crossfade,-10.0,0.25,0.1,0.1,-3.0,0.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955947.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0171.wav,1,0,1,1,1,mix::LA_0093::fake_music_AudioLDM2_17,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1955947::fake_music_AudioLDM2_0171::01::0,mix::asvspoof::LA_0093::generated_music::fake_music_generator_0171,asvspoof::LA_0093,generated_music::fake_music_generator_0171,voice_then_music,-5.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0021.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0063.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_6,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0021::fake_music_AudioLDM2_0063::01::1,mix::libri::5895::generated_music::fake_music_generator_0063,libri::5895,generated_music::fake_music_generator_0063,music_then_voice,0.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_1955947.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0069.wav,1,0,1,1,1,mix::LA_0093::fake_music_AudioLDM2_6,mix::bonafide::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_1955947::fake_music_AudioLDM2_0069::01::2,mix::asvspoof::LA_0093::generated_music::fake_music_generator_0069,asvspoof::LA_0093,generated_music::fake_music_generator_0069,partial_overlap,5.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34629-0013.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0067.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_6,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34629-0013::fake_music_AudioLDM2_0067::01::3,mix::libri::5895::generated_music::fake_music_generator_0067,libri::5895,generated_music::fake_music_generator_0067,crossfade,10.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_6319-57405-0011.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0087.wav,1,0,1,1,1,mix::6319::fake_music_AudioLDM2_8,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_6319-57405-0011::fake_music_AudioLDM2_0087::01::4,mix::libri::6319::generated_music::fake_music_generator_0087,libri::6319,generated_music::fake_music_generator_0087,simultaneous,15.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0002.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0055.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_5,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0002::fake_music_AudioLDM2_0055::01::5,mix::libri::5895::generated_music::fake_music_generator_0055,libri::5895,generated_music::fake_music_generator_0055,voice_then_music,-15.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34629-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0222.wav,1,0,1,1,1,mix::5895::fake_music_MusicGen_22,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34629-0029::fake_music_MusicGen_0222::01::6,mix::libri::5895::generated_music::fake_music_generator_0222,libri::5895,generated_music::fake_music_generator_0222,music_then_voice,-10.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0000.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0227.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_22,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0000::fake_music_AudioLDM2_0227::01::7,mix::libri::5895::generated_music::fake_music_generator_0227,libri::5895,generated_music::fake_music_generator_0227,partial_overlap,-5.0,0.1,0.0,0.1,3.0,-3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34622-0021.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0063.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_6,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34622-0021::fake_music_AudioLDM2_0063::01::8,mix::libri::5895::generated_music::fake_music_generator_0063,libri::5895,generated_music::fake_music_generator_0063,crossfade,0.0,0.25,0.1,0.25,-6.0,0.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34629-0013.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0091.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_9,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34629-0013::fake_music_AudioLDM2_0091::01::9,mix::libri::5895::generated_music::fake_music_generator_0091,libri::5895,generated_music::fake_music_generator_0091,simultaneous,5.0,0.5,0.5,0.5,-3.0,3.0,cal_b,none
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_5895-34615-0002.flac|data\raw\fake_music_generated\fake_music_AudioLDM2_0063.wav,1,0,1,1,1,mix::5895::fake_music_AudioLDM2_6,mix::LibriSpeech::AudioLDM2,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_5895-34615-0002::fake_music_AudioLDM2_0063::01::10,mix::libri::5895::generated_music::fake_music_generator_0063,libri::5895,generated_music::fake_music_generator_0063,voice_then_music,10.0,0.75,1.0,0.05,0.0,-6.0,cal_b,none
