path,file_fake,voice_fake,music_fake,voice_present,music_present,speaker_id,generator,source,dataset,hf_id,original_id,split_group_id,base_voice_id,base_music_id,mix_mode,mix_snr_db,mix_overlap_fraction,mix_gap_sec,mix_crossfade_sec,mix_voice_gain_db,mix_music_gain_db,augment,data_role,split,calibration_fold,y_file_fake,y_voice_fake,y_music_fake,y_voice_present,y_music_present,df,df_primary,df_second,df_has_second,df_used,duration_sec,vf,mf,vfile,mfile,vp_model,mp_model,vp_panns,mp_panns,upstream_label,p_file,p_voice,p_music,p_voice_present,p_music_present,source_url,version,license,allowed_for_competition,redistribution_allowed,commercial_restriction,dataset_name,content_hash,near_duplicate_group,upstream_split,voice_domain,voice_language,voice_channel,voice_mixed_music,music_domain,music_generator_family,file_composition,file_state,file_mix_mode,file_partial,duration_bucket,generator_family,file_error,voice_error,music_error
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_9850135.flac|data/raw/gtzan_unique_v2/country.00076.wav,1,1,0,1,1,mix::LA_0086::gtzan_2_country.00076,mix::A01::GTZAN_genre_2,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_9850135::gtzan_v2_country.00076::10::10,mix::asvspoof::LA_0086::gtzan::gtzan_v2_country.00076,asvspoof::LA_0086,gtzan::gtzan_v2_country.00076,music_then_voice,5.0,0.75,0.0,0.5,3.0,3.0,none,val_c,val_c,val_c,1,1,0,1,1,0.9990570240347908,0.9990570240347908,,False,True,33.43075,0.7551862597465515,0.211233839392662,0.7128258943557739,0.2112019956111908,0.6952850818634033,0.6788914799690247,0.2605160772800445,0.8474246859550476,unknown,0.6531923698501325,0.8283474890330232,0.211233839392662,0.3692083284258842,0.8052913844585419,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_2,voice+music,FR,music_then_voice,not_partial_or_unknown,>20,GTZAN_genre_2,correct,correct,correct
data\raw\openslr_librispeech_asr\librispeech_dev_1272-135031-0012.flac,0,0,0,1,0,1272,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1272-135031-0012,libri::1272,libri::1272,,none,,,,,,,none,val_c,val_c,val_c,0,0,0,1,0,0.0209867871478778,0.0209867871478778,,False,True,2.04,0.6476908922195435,0.3737708628177643,0.6728211641311646,0.3582720756530761,0.9642367362976074,0.0823552012443542,0.8936465978622437,0.0284733474254608,unknown,0.3877120977007191,0.4596796606980437,0.3737708628177643,0.9112941324710846,0.04194381088018415,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,2-5,LibriSpeech,correct,correct,not_scored
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2572311.flac|data/raw/gtzan_unique_v2/pop.00018.wav,0,0,0,1,1,mix::LA_0086::gtzan_7_pop.00018,mix::bonafide::GTZAN_genre_7,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_2572311::gtzan_v2_pop.00018::00::6,mix::asvspoof::LA_0086::gtzan::gtzan_v2_pop.00018,asvspoof::LA_0086,gtzan::gtzan_v2_pop.00018,voice_then_music,15.0,0.5,0.5,0.25,0.0,3.0,none,val_c,val_c,val_c,0,0,0,1,1,0.2187546766226665,0.2187546766226665,,False,True,33.4844375,0.6862304210662842,0.1623463928699493,0.6671523451805115,0.1568572074174881,0.9066116213798524,0.7002132534980774,0.2364386469125747,0.636288583278656,unknown,0.3458957309340228,0.5459876977331988,0.1623463928699493,0.40398189052939415,0.6522697508335114,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_7,voice+music,RR,voice_then_music,not_partial_or_unknown,>20,GTZAN_genre_7,correct,correct,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0144.wav,1,1,1,1,1,mix::wavefake_76ddde::fake_music_MusicGen_14,mix::WF4::MusicGen,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0394::fake_music_MusicGen_0144::11::11,mix::wavefake::LJ019-0394::generated_music::fake_music_generator_0144,wavefake::LJ019-0394,generated_music::fake_music_generator_0144,crossfade,-15.0,0.25,0.5,0.25,-6.0,-3.0,none,val_c,val_c,val_c,1,1,1,1,1,0.9032113365596502,0.9032113365596502,,False,True,10.953375,0.7002910375595093,0.9993140697479248,0.7125174403190613,0.9992929100990297,0.7499664425849915,0.9994364976882936,0.0136274117976427,0.0528039410710334,unknown,0.9754762419173226,0.7611671272595515,0.9993140697479248,0.1977121694944799,0.2894620802253485,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,FF,crossfade,partial_or_crossfade,10-20,MusicGen,correct,correct,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0029.flac|data\raw\fake_music_generated\fake_music_MusicGen_0130.wav,1,0,1,1,1,mix::3000::fake_music_MusicGen_13,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3000-15664-0029::fake_music_MusicGen_0130::01::13,mix::libri::3000::generated_music::fake_music_generator_0130,libri::3000,generated_music::fake_music_generator_0130,crossfade,-10.0,0.5,0.5,0.5,-3.0,3.0,none,val_c,val_c,val_c,1,0,1,1,1,0.9036792736332808,0.9036792736332808,,False,True,11.1245,0.7165641188621521,0.9998074173927308,0.7227246761322021,0.9997956156730652,0.6963465213775635,0.9998511672019958,0.0129465367645025,0.0497534051537513,unknown,0.9758267589293421,0.7726986652934906,0.9998074173927308,0.18379653291776774,0.28727784566581244,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,RF,crossfade,partial_or_crossfade,10-20,MusicGen,correct,FP,correct
data/raw/gtzan_unique_v2/pop.00028.wav,0,0,0,0,1,gtzan_7_pop.00028,GTZAN_genre_7,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_pop.00028,gtzan::gtzan_v2_pop.00028,,gtzan::gtzan_v2_pop.00028,none,,,,,,,none,val_c,val_c,val_c,0,0,0,0,1,0.3519149819481408,0.3519149819481408,,False,True,30.0001875,0.7292488217353821,0.0001235113450093,0.6908297538757324,0.0001189704998978,0.412928968667984,0.9997715950012208,0.0248725563287735,0.841461718082428,unknown,0.31905939397865474,0.6160486697992097,0.0001235113450093,0.12188665941357613,0.8810391873121262,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_7,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_7,correct,not_scored,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_1993-147149-0012.flac|data\raw\fake_music_generated\fake_music_MusicGen_0152.wav,1,0,1,1,1,mix::1993::fake_music_MusicGen_15,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_1993-147149-0012::fake_music_MusicGen_0152::01::11,mix::libri::1993::generated_music::fake_music_generator_0152,libri::1993,generated_music::fake_music_generator_0152,music_then_voice,15.0,0.1,0.0,0.1,3.0,-3.0,none,val_c,val_c,val_c,1,0,1,1,1,0.014227475779404,0.014227475779404,,False,True,11.228625,0.7148178815841675,0.6035448312759399,0.7164354920387268,0.602183997631073,0.9839091300964355,0.304259181022644,0.7373220324516296,0.0827425867319107,unknown,0.5307304688806649,0.5046407598427384,0.6035448312759399,0.7989688068628311,0.13812173530459404,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,RF,music_then_voice,not_partial_or_unknown,10-20,MusicGen,correct,correct,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/classical.00031.wav,1,1,0,1,1,mix::wavefake_365a25::gtzan_1_classical.00031,mix::WF1::GTZAN_genre_1,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0137::gtzan_v2_classical.00031::10::13,mix::wavefake::LJ048-0137::gtzan::gtzan_v2_classical.00031,wavefake::LJ048-0137,gtzan::gtzan_v2_classical.00031,simultaneous,-15.0,0.5,1.0,0.25,0.0,0.0,none,val_c,val_c,val_c,1,1,0,1,1,0.1597920882850128,0.1597920882850128,,False,True,30.013375,0.6330582499504089,0.0002204751508543,0.6444600820541382,0.0002133928646799,0.6919733881950378,0.9994800090789796,0.0882607102394104,0.6036990284919739,unknown,0.2242245216518844,0.49107840145079,0.0002204751508543,0.23918887972831726,0.7026442736387253,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_1,voice+music,FR,simultaneous,not_partial_or_unknown,>20,GTZAN_genre_1,FN,FN,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ043-0048.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,1,1,mix::wavefake_a26c57::fake_music_MusicGen_15,mix::WF1::MusicGen,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ043-0048::fake_music_MusicGen_0156::11::6,mix::wavefake::LJ043-0048::generated_music::fake_music_generator_0156,wavefake::LJ043-0048,generated_music::fake_music_generator_0156,crossfade,-5.0,0.1,0.1,0.1,3.0,-6.0,none,val_c,val_c,val_c,1,1,1,1,1,0.7182007235457883,0.7182007235457883,,False,True,14.572125,0.7179504632949829,0.9895029664039612,0.7223129272460938,0.9895821809768676,0.7933728098869324,0.9656129479408264,0.3712397515773773,0.0365466400980949,unknown,0.9245335379907242,0.7180255413702246,0.9895029664039612,0.4767730161547661,0.26881321705877775,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,FF,crossfade,partial_or_crossfade,10-20,MusicGen,correct,correct,correct
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ010-0005_WF6_2.wav,1,1,0,1,0,wavefake_ec1004,WF6,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ010-0005,wavefake::LJ010-0005,wavefake::LJ010-0005,,none,,,,,,,none,val_c,val_c,val_c,1,1,0,1,0,0.9957357419159576,0.9957357419159576,,False,True,9.99625,0.7613924741744995,0.5069382190704346,0.7610894441604614,0.5161371231079102,0.9831674098968506,0.1145894527435302,0.8205029368400574,0.0408177301287651,unknown,0.7863661545403502,0.8316954544969368,0.5069382190704346,0.8611690551042557,0.05926066078245637,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,WF6,voice_only,single_fake,none,not_partial_or_unknown,5-10,WF6,correct,correct,not_scored
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ009-0006.wav,1,1,0,1,0,wavefake_b8c207,WF1,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ009-0006,wavefake::LJ009-0006,wavefake::LJ009-0006,,none,,,,,,,none,val_c,val_c,val_c,1,1,0,1,0,0.99575923446417,0.99575923446417,,False,True,8.04575,0.7468773722648621,0.5920318365097046,0.7526826858520508,0.6034030914306641,0.975534737110138,0.1600142121315002,0.7525439262390137,0.0379750058054924,unknown,0.8229140138897816,0.8215419309246544,0.5920318365097046,0.8082916289567947,0.06848480738699435,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,WF1,voice_only,single_fake,none,not_partial_or_unknown,5-10,WF1,correct,correct,not_scored
data\raw\fake_music_generated\fake_music_MusicGen_0012.wav,1,0,1,0,1,fake_music_MusicGen_1,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0012,generated_music::fake_music_generator_0012,,generated_music::fake_music_generator_0012,none,,,,,,,none,val_c,val_c,val_c,1,0,1,0,1,0.8977283448521755,0.8977283448521755,,False,True,4.530375,0.703180193901062,0.9999158382415771,0.7016803622245789,0.9999089241027832,0.6153667569160461,0.9999555349349976,0.0209611542522907,0.0851873233914375,unknown,0.9743904069431608,0.761544639186396,0.9999158382415771,0.16956255491822955,0.31387937627732754,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,music_only,single_fake,none,not_partial_or_unknown,2-5,MusicGen,correct,not_scored,correct
data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,0,1,0,1,fake_music_MusicGen_15,MusicGen,fake_music_generated,fake_music_generated,synth/MusicGen,fake_music_MusicGen_0156,generated_music::fake_music_generator_0156,,generated_music::fake_music_generator_0156,none,,,,,,,none,val_c,val_c,val_c,1,0,1,0,1,0.7839919578365664,0.7839919578365664,,False,True,4.7455625,0.7080766558647156,0.9991132616996764,0.6985232830047607,0.9990900754928588,0.5581410527229309,0.9991536140441896,0.0153483180329203,0.0307701379060745,unknown,0.9455672685783693,0.7308512464562708,0.9991132616996764,0.15104650170542294,0.27286600694060326,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,music_only,single_fake,none,not_partial_or_unknown,2-5,MusicGen,correct,not_scored,correct
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2662915.flac|data\raw\fake_music_generated\fake_music_MusicGen_0296.wav,1,0,1,1,1,mix::LA_0094::fake_music_MusicGen_29,mix::bonafide::MusicGen,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_2662915::fake_music_MusicGen_0296::01::4,mix::asvspoof::LA_0094::generated_music::fake_music_generator_0296,asvspoof::LA_0094,generated_music::fake_music_generator_0296,simultaneous,15.0,0.25,0.1,0.25,-6.0,0.0,none,val_c,val_c,val_c,1,0,1,1,1,0.6659247004912067,0.6659247004912067,,False,True,5.8256875,0.6985538601875305,0.7780213952064514,0.7066048383712769,0.7743939161300659,0.9536482691764832,0.6174486875534058,0.6429626941680908,0.6156617403030396,unknown,0.8059710863692768,0.6887651122786334,0.7780213952064514,0.7206340879201889,0.6161084771156311,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,RF,simultaneous,not_partial_or_unknown,5-10,MusicGen,correct,FP,correct
data\raw\openslr_librispeech_asr\librispeech_dev_1919-142785-0022.flac,0,0,0,1,0,1919,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_1919-142785-0022,libri::1919,libri::1919,,none,,,,,,,none,val_c,val_c,val_c,0,0,0,1,0,0.0105269229083277,0.0105269229083277,,False,True,6.77,0.6915062665939331,0.508723258972168,0.6984083652496338,0.5174640417098999,0.9285959601402284,0.1004503965377807,0.83295077085495,0.0241322144865989,unknown,0.47721052520185103,0.4872124634882514,0.508723258972168,0.8568620681762695,0.04321175999939435,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,5-10,LibriSpeech,FP,correct,not_scored
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_2960848.flac|data/raw/gtzan_unique_v2/reggae.00021.wav,1,1,0,1,1,mix::LA_0086::gtzan_8_reggae.00021,mix::A02::GTZAN_genre_8,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_2960848::gtzan_v2_reggae.00021::10::15,mix::asvspoof::LA_0086::gtzan::gtzan_v2_reggae.00021,asvspoof::LA_0086,gtzan::gtzan_v2_reggae.00021,music_then_voice,-5.0,0.1,0.1,0.05,-6.0,-6.0,none,val_c,val_c,val_c,1,1,0,1,1,0.5531226377496359,0.5531226377496359,,False,True,33.993875,0.6375443935394287,5.105750824441202e-05,0.6341204643249512,4.874556907452643e-05,0.5477715730667114,0.9998806118965148,0.0591190755367279,0.8863074779510498,unknown,0.3678880637727945,0.6122178668024908,5.105750824441202e-05,0.18128219991922379,0.9147007614374161,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_8,voice+music,FR,music_then_voice,not_partial_or_unknown,>20,GTZAN_genre_8,FN,FN,correct
data\raw\openslr_librispeech_asr\librispeech_dev_3170-137482-0028.flac,0,0,0,1,0,3170,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_3170-137482-0028,libri::3170,libri::3170,,none,,,,,,,none,val_c,val_c,val_c,0,0,0,1,0,0.0175589894577888,0.0175589894577888,,False,True,3.9,0.6943025588989258,0.4155399203300476,0.7050890326499939,0.4112324118614197,0.9622683525085448,0.0830457359552383,0.8818461894989014,0.0190874077379703,unknown,0.42210434021210097,0.49127948806658467,0.4155399203300476,0.9019517302513123,0.0350769897922873,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,2-5,LibriSpeech,correct,correct,not_scored
data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0012.flac,0,0,0,1,0,777,LibriSpeech,librispeech_dev,librispeech_dev,openslr/librispeech_asr,librispeech_dev_777-126732-0012,libri::777,libri::777,,none,,,,,,,none,val_c,val_c,val_c,0,0,0,1,0,0.0192925014579063,0.0192925014579063,,False,True,4.835,0.7232479453086853,0.3423757553100586,0.7311426997184753,0.3349549174308777,0.97560453414917,0.1219901666045188,0.8400945663452148,0.0271484907716512,unknown,0.38510110275727294,0.5120613121534516,0.3423757553100586,0.8739720582962036,0.0508589097298681,,,,,,,,,,,real_speech,unknown,clean_or_unknown,voice_only,absent,LibriSpeech,voice_only,single_real,none,not_partial_or_unknown,2-5,LibriSpeech,correct,correct,not_scored
data/raw/gtzan_unique_v2/hiphop.00011.wav,0,0,0,0,1,gtzan_4_hiphop.00011,GTZAN_genre_4,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_hiphop.00011,gtzan::gtzan_v2_hiphop.00011,,gtzan::gtzan_v2_hiphop.00011,none,,,,,,,none,val_c,val_c,val_c,0,0,0,0,1,0.342897423456968,0.342897423456968,,False,True,30.013375,0.6835665106773376,0.0007002725033089,0.6676358580589294,0.0006863302551209,0.4452417194843292,0.9981303215026855,0.0398975424468517,0.8727933764457703,unknown,0.3041038331628915,0.5813657845112268,0.0007002725033089,0.14123358670622108,0.9041276127099991,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_4,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_4,correct,not_scored,correct
data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ029-0133.wav,1,1,0,1,0,wavefake_57bf80,WF5,wavefake_ajay,wavefake_ajay,ajaykarthick/wavefake-audio,wavefake_ajay_LJ029-0133,wavefake::LJ029-0133,wavefake::LJ029-0133,,none,,,,,,,none,val_c,val_c,val_c,1,1,0,1,0,0.9988940804896228,0.9988940804896228,,False,True,7.6161875,0.7505961060523987,0.5343670845031738,0.7583862543106079,0.5470263361930847,0.9744808673858644,0.0898488089442253,0.8031906485557556,0.0325709730386734,unknown,0.7993161651884371,0.8250854983835658,0.5343670845031738,0.8460132032632828,0.04689043201506138,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,WF5,voice_only,single_fake,none,not_partial_or_unknown,5-10,WF5,correct,correct,not_scored
MIX::data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_7333217.flac|data\raw\fake_music_generated\fake_music_MusicGen_0124.wav,1,1,1,1,1,mix::LA_0083::fake_music_MusicGen_12,mix::A01::MusicGen,split_internal_mix,mix,generated_after_split,mix::asvspoof2019_LA_T_7333217::fake_music_MusicGen_0124::11::19,mix::asvspoof::LA_0083::generated_music::fake_music_generator_0124,asvspoof::LA_0083,generated_music::fake_music_generator_0124,music_then_voice,-10.0,0.25,0.5,0.25,-6.0,-3.0,none,val_c,val_c,val_c,1,1,1,1,1,0.8982524984975209,0.8982524984975209,,False,True,7.489,0.7096238732337952,0.999864935874939,0.710455060005188,0.999854564666748,0.6455358266830444,0.999924659729004,0.0142343835905194,0.0488737151026725,unknown,0.9744967452583743,0.7662124608129128,0.999864935874939,0.17205974436365065,0.2866364512592554,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,FF,music_then_voice,not_partial_or_unknown,5-10,MusicGen,correct,correct,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ019-0394.wav|data\raw\fake_music_generated\fake_music_MusicGen_0156.wav,1,1,1,1,1,mix::wavefake_76ddde::fake_music_MusicGen_15,mix::WF4::MusicGen,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ019-0394::fake_music_MusicGen_0156::11::5,mix::wavefake::LJ019-0394::generated_music::fake_music_generator_0156,wavefake::LJ019-0394,generated_music::fake_music_generator_0156,partial_overlap,-10.0,0.75,0.0,0.05,0.0,3.0,none,val_c,val_c,val_c,1,1,1,1,1,0.5013541005974439,0.5013541005974439,,False,True,6.6895625,0.7109641432762146,0.9936059713363647,0.7077509760856628,0.9936797618865968,0.6074671149253845,0.9923160076141356,0.3929933309555053,0.1938716024160385,unknown,0.8721246186046977,0.6480811304725833,0.9936059713363647,0.4466117769479751,0.3934827037155628,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,FF,partial_overlap,partial_or_crossfade,5-10,MusicGen,correct,FN,correct
MIX::data\raw\ajaykarthick_wavefake-audio\wavefake_ajay_LJ048-0137.wav|data/raw/gtzan_unique_v2/jazz.00008.wav,1,1,0,1,1,mix::wavefake_365a25::gtzan_5_jazz.00008,mix::WF1::GTZAN_genre_5,split_internal_mix,mix,generated_after_split,mix::wavefake_ajay_LJ048-0137::gtzan_v2_jazz.00008::10::17,mix::wavefake::LJ048-0137::gtzan::gtzan_v2_jazz.00008,wavefake::LJ048-0137,gtzan::gtzan_v2_jazz.00008,crossfade,5.0,0.5,1.0,0.25,0.0,0.0,none,val_c,val_c,val_c,1,1,0,1,1,0.999100752588522,0.999100752588522,,False,True,36.95,0.7727969884872437,0.2650394141674042,0.7029990553855896,0.2715060710906982,0.826073408126831,0.7040155529975891,0.2742557227611542,0.4693422317504883,unknown,0.6826819819315124,0.8406881177176271,0.2650394141674042,0.4122101441025734,0.5280105620622635,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_5,voice+music,FR,crossfade,partial_or_crossfade,>20,GTZAN_genre_5,correct,correct,correct
data/raw/gtzan_unique_v2/hiphop.00099.wav,0,0,0,0,1,gtzan_4_hiphop.00099,GTZAN_genre_4,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_hiphop.00099,gtzan::gtzan_v2_hiphop.00099,,gtzan::gtzan_v2_hiphop.00099,none,,,,,,,none,val_c,val_c,val_c,0,0,0,0,1,0.5138527568755829,0.5138527568755829,,False,True,30.0001875,0.6632440686225891,0.0173812229186296,0.6649821996688843,0.0177684836089611,0.6443008780479431,0.961836040019989,0.0431228280067443,0.8450822234153748,unknown,0.36952345286665733,0.6184266750984873,0.0173812229186296,0.193417340517044,0.8742706775665283,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_4,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_4,correct,not_scored,correct
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_777-126732-0042.flac|data\raw\fake_music_generated\fake_music_MusicGen_0114.wav,1,0,1,1,1,mix::777::fake_music_MusicGen_11,mix::LibriSpeech::MusicGen,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_777-126732-0042::fake_music_MusicGen_0114::01::16,mix::libri::777::generated_music::fake_music_generator_0114,libri::777,generated_music::fake_music_generator_0114,music_then_voice,5.0,0.25,0.1,0.25,-6.0,0.0,none,val_c,val_c,val_c,1,0,1,1,1,0.0189541017303019,0.0189541017303019,,False,True,11.3015625,0.6797564029693604,0.6672285199165344,0.6711903810501099,0.660909116268158,0.9689719080924988,0.5195448398590088,0.7083431482315063,0.0769350156188011,unknown,0.5628781501385459,0.48151571259764275,0.6672285199165344,0.7735003381967545,0.18758747167885303,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,MusicGen,MusicGen,voice+music,RF,music_then_voice,not_partial_or_unknown,10-20,MusicGen,correct,correct,correct
data\raw\Bisher_ASVspoof_2019_LA\asvspoof2019_LA_T_3147515.flac,1,1,0,1,0,LA_0083,A02,asvspoof2019,asvspoof2019,Bisher/ASVspoof_2019_LA,asvspoof2019_LA_T_3147515,asvspoof::LA_0083,asvspoof::LA_0083,,none,,,,,,,none,val_c,val_c,val_c,1,1,0,1,0,0.9992855334590012,0.9992855334590012,,False,True,4.3056875,0.6978503465652466,0.4612760245800018,0.7090938091278076,0.4600257277488708,0.9686699509620668,0.0392760373651981,0.7109310626983643,0.015084434300661,unknown,0.7545592235934457,0.7882809026333729,0.4612760245800018,0.7753657847642899,0.021132335066795273,,,,,,,,,,,TTS_or_unknown,unknown,clean_or_unknown,voice_only,absent,A02,voice_only,single_fake,none,not_partial_or_unknown,2-5,A02,correct,correct,not_scored
MIX::data\raw\openslr_librispeech_asr\librispeech_dev_3000-15664-0019.flac|data/raw/gtzan_unique_v2/rock.00041.wav,0,0,0,1,1,mix::3000::gtzan_9_rock.00041,mix::LibriSpeech::GTZAN_genre_9,split_internal_mix,mix,generated_after_split,mix::librispeech_dev_3000-15664-0019::gtzan_v2_rock.00041::00::17,mix::libri::3000::gtzan::gtzan_v2_rock.00041,libri::3000,gtzan::gtzan_v2_rock.00041,music_then_voice,0.0,0.25,0.1,0.1,-3.0,0.0,none,val_c,val_c,val_c,0,0,0,1,1,0.0071929638640953,0.0071929638640953,,False,True,47.733375,0.6938369870185852,0.0963760986924171,0.6674870848655701,0.0906383842229843,0.7295262217521667,0.7242109179496765,0.2922285497188568,0.5675527453422546,unknown,0.2372389094758672,0.4878437800722382,0.0963760986924171,0.4015529677271843,0.6067172884941101,,,,,,,,,,,real_speech,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_9,voice+music,RR,music_then_voice,not_partial_or_unknown,>20,GTZAN_genre_9,correct,correct,correct
data/raw/gtzan_unique_v2/disco.00066.wav,0,0,0,0,1,gtzan_3_disco.00066,GTZAN_genre_3,gtzan_real_v2,gtzan_real,sanchit-gandhi/gtzan,gtzan_v2_disco.00066,gtzan::gtzan_v2_disco.00066,,gtzan::gtzan_v2_disco.00066,none,,,,,,,none,val_c,val_c,val_c,0,0,0,0,1,0.42276187053998,0.42276187053998,,False,True,30.0001875,0.6974664926528931,2.094630508508999e-05,0.6772733926773071,1.997796061914414e-05,0.4158205986022949,0.9999216198921204,0.0240854378789663,0.8632499575614929,unknown,0.33634664781730567,0.615055106019019,2.094630508508999e-05,0.12201922805979845,0.8974178731441498,,,,,,,,,,,absent,unknown,clean_or_unknown,with_music,real_music,GTZAN_genre_3,music_only,single_real,none,not_partial_or_unknown,>20,GTZAN_genre_3,correct,not_scored,correct
